,order_id,order_time,product_id,customer_id
3127,order_3128,2019-03-07 04:54:31.671571,10822,50430
3128,order_3129,2019-01-18 02:24:23.410359,13870,50430
3129,order_3130,2019-01-17 16:40:54.422673,72,50430
3130,order_3131,2019-08-28 04:33:25.188714,3615,50430
3131,order_3132,2019-08-11 04:40:57.121715,4032,50430
3132,order_3133,2019-08-10 21:06:07.948605,17129,50430
3133,order_3134,2019-02-14 11:05:36.606867,8465,50430
3134,order_3135,2019-05-22 13:55:43.626393,2520,50430
3135,order_3136,2019-06-10 21:19:49.413011,14654,50430
3136,order_3137,2019-03-18 10:39:01.350750,8242,50430
3137,order_3138,2019-09-04 18:03:54.019147,8685,50430
3138,order_3139,2019-04-20 22:52:32.268899,19161,50430
3139,order_3140,2019-04-09 02:54:44.727784,10201,50430
3140,order_3141,2019-02-27 05:15:56.251995,13836,50430
3141,order_3142,2019-05-24 07:32:12.551151,1388,50430
3142,order_3143,2019-09-02 13:01:21.396321,5290,50430
3143,order_3144,2019-09-14 05:50:06.414691,1257,50430
3144,order_3145,2019-07-03 02:55:23.268562,408,50430
3145,order_3146,2019-07-09 03:24:57.824969,18923,50430
3146,order_3147,2019-02-08 23:53:56.677793,17076,50430
3147,order_3148,2019-05-19 09:49:47.885253,6500,50430
3148,order_3149,2019-06-04 07:24:02.964025,3576,50430
3149,order_3150,2019-07-07 01:20:05.203864,7866,50430
3150,order_3151,2019-02-25 01:32:03.565149,14910,50430
3151,order_3152,2019-07-25 04:22:14.378763,6225,50430
3152,order_3153,2019-05-28 23:06:14.497163,16753,50430
3153,order_3154,2019-05-20 16:16:58.985070,2250,50430
3154,order_3155,2019-01-14 11:11:54.065987,19468,50430
3155,order_3156,2019-04-21 09:14:47.594956,8867,50430
3156,order_3157,2019-07-08 08:52:08.678195,3904,50430
3157,order_3158,2019-07-17 22:43:25.952224,1828,50430
3158,order_3159,2019-04-10 09:19:14.932512,19646,50430
3159,order_3160,2019-04-10 02:12:24.954592,9962,50430
3160,order_3161,2019-06-01 16:46:14.765932,19142,50430
3161,order_3162,2019-01-09 15:11:30.742639,19477,50430
3162,order_3163,2019-06-20 17:48:44.189978,4258,50430
3163,order_3164,2019-04-29 10:08:24.363505,8700,50430
3164,order_3165,2019-02-01 20:01:03.440404,19491,50430
3165,order_3166,2019-06-01 17:31:27.456764,14408,50430
3166,order_3167,2019-01-20 15:46:18.455571,5941,50430
3167,order_3168,2019-05-30 06:38:32.176976,6173,50430
3168,order_3169,2019-06-05 21:49:54.881760,4974,50430
3169,order_3170,2019-07-10 09:19:15.183255,16197,50430
3170,order_3171,2019-03-27 18:47:52.851505,20129,50430
3171,order_3172,2019-04-13 23:12:11.548202,18865,50430
3172,order_3173,2019-02-24 05:02:00.173233,2705,50430
3173,order_3174,2019-07-31 20:31:00.557601,19194,50430
3174,order_3175,2019-08-10 16:18:11.957526,6025,50430
3175,order_3176,2019-06-22 09:52:30.360939,13893,50430
3176,order_3177,2019-03-16 17:33:57.725935,14663,50430
3177,order_3178,2019-06-24 13:31:22.559871,14042,50430
3178,order_3179,2019-03-28 16:18:10.656869,16398,50430
3179,order_3180,2019-09-29 20:16:32.916839,1721,50430
3180,order_3181,2019-05-02 09:43:31.656126,1538,50430
3181,order_3182,2019-05-08 00:14:36.808392,13765,50430
3182,order_3183,2019-04-20 05:17:17.304724,13517,50430
3183,order_3184,2019-02-01 00:54:47.516988,15873,50430
3184,order_3185,2019-01-25 13:26:14.716135,15717,50430
3185,order_3186,2019-03-23 08:49:49.870972,5275,50430
3186,order_3187,2019-05-24 21:44:24.496825,1072,50430
3187,order_3188,2019-02-14 11:39:34.671485,17798,50430
3188,order_3189,2019-06-06 02:58:50.874521,15186,50430
3189,order_3190,2019-07-13 07:25:52.892773,6507,50430
3190,order_3191,2019-04-04 21:35:21.479913,17852,50430
3191,order_3192,2019-02-15 21:58:28.805315,10695,50430
3192,order_3193,2019-09-28 04:49:25.832771,1094,50430
3193,order_3194,2019-09-26 12:34:29.201380,12365,50430
3194,order_3195,2019-02-10 14:02:49.803547,8034,50430
3195,order_3196,2019-03-04 11:55:26.889922,14482,50430
3196,order_3197,2019-03-19 09:23:37.470440,11135,50430
3197,order_3198,2019-04-01 15:23:10.261422,2989,50430
3198,order_3199,2019-06-07 09:10:09.505584,11709,50430
3199,order_3200,2019-05-31 07:37:48.131716,12583,50430
3200,order_3201,2019-09-14 14:11:46.790594,17005,50430
3201,order_3202,2019-03-29 21:27:58.794749,16004,50430
3202,order_3203,2019-04-16 17:47:24.854583,7511,50430
3203,order_3204,2019-07-27 23:59:50.466962,11776,50430
3204,order_3205,2019-07-13 15:18:10.848841,18849,50430
3205,order_3206,2019-04-10 08:29:43.291283,14373,50430
3206,order_3207,2019-05-18 22:42:37.380828,7318,50430
3207,order_3208,2019-07-23 08:25:32.210984,17756,50430
3208,order_3209,2019-05-24 16:16:27.324080,12502,50430
3209,order_3210,2019-05-02 18:40:26.625649,16731,50430
3210,order_3211,2019-09-14 18:13:37.321200,15744,50430
3211,order_3212,2019-09-01 15:22:23.418875,8991,50430
3212,order_3213,2019-02-14 07:43:29.342090,1714,50430
3213,order_3214,2019-02-12 16:25:09.776002,9968,56704
3214,order_3215,2019-06-28 16:21:32.311167,10441,57307
3215,order_3216,2019-02-22 17:22:12.395740,8574,57307
3216,order_3217,2019-03-09 19:28:55.575549,307,57307
3217,order_3218,2019-03-17 21:12:59.066781,17542,57307
3218,order_3219,2019-03-22 10:54:31.464211,7553,57307
3219,order_3220,2019-01-29 22:15:11.708342,5845,57307
3220,order_3221,2019-11-03 05:32:36.618486,2778,58332
3221,order_3222,2019-06-05 19:38:12.180238,8088,58332
3222,order_3223,2019-05-28 00:34:06.833659,4486,58332
3223,order_3224,2019-05-17 11:51:23.029131,6342,58332
3224,order_3225,2019-02-02 00:20:05.768761,17813,58332
3225,order_3226,2019-09-18 19:54:35.711323,10510,58332
3226,order_3227,2019-03-08 06:12:39.653795,4426,58332
3227,order_3228,2019-02-11 14:41:10.706457,17418,58332
3228,order_3229,2019-01-10 01:53:11.039174,10265,58332
3229,order_3230,2019-07-29 07:02:11.261610,11327,58332
3230,order_3231,2019-06-09 09:13:06.957748,5727,58332
3231,order_3232,2019-06-10 17:46:45.023161,1664,58332
3232,order_3233,2019-01-01 22:48:27.838896,8834,58332
3233,order_3234,2019-03-05 00:12:14.072020,7356,58332
3234,order_3235,2019-06-27 00:16:46.320097,10706,58332
3235,order_3236,2019-07-09 07:01:53.948127,8228,58332
3236,order_3237,2019-02-11 06:30:55.925738,8675,58332
3237,order_3238,2019-01-09 20:10:18.711895,15749,58332
3238,order_3239,2019-09-05 05:55:14.088569,12032,58332
3239,order_3240,2019-09-19 11:49:09.515184,10268,58332
3240,order_3241,2019-01-17 17:47:54.259928,20105,58332
3241,order_3242,2019-05-31 08:32:37.364738,6655,58332
3242,order_3243,2019-04-04 22:12:18.681247,13231,58332
3243,order_3244,2019-11-12 08:13:50.724203,2312,58505
3244,order_3245,2019-07-29 16:58:05.418171,17007,58505
3245,order_3246,2019-04-28 18:03:54.463548,15063,58505
3246,order_3247,2019-07-29 16:33:49.126245,13940,58910
3247,order_3248,2019-10-21 08:52:01.968441,15990,62207
3248,order_3249,2019-02-10 05:11:49.307407,7904,62207
3249,order_3250,2019-02-28 13:48:26.896368,760,62207
3250,order_3251,2019-08-05 08:10:51.293136,16225,62207
3251,order_3252,2019-03-23 14:18:31.838438,9997,62207
3252,order_3253,2019-01-02 04:19:02.556220,3537,62207
3253,order_3254,2019-09-08 17:38:13.648434,6707,62207
3254,order_3255,2019-06-25 03:07:59.379552,18586,62207
3255,order_3256,2019-03-22 21:08:17.889361,11434,62207
3256,order_3257,2019-05-07 18:17:43.130742,20144,62207
3257,order_3258,2019-03-12 18:53:56.064930,5233,63398
3258,order_3259,2019-01-31 13:30:36.873448,14853,63398
3259,order_3260,2019-06-29 20:58:08.144826,11857,63398
3260,order_3261,2019-07-01 07:55:21.540954,17355,63398
3261,order_3262,2019-04-27 16:41:34.940343,2917,63398
3262,order_3263,2019-08-03 15:19:33.268851,17409,63398
3263,order_3264,2019-09-19 00:34:58.721856,11111,65837
3264,order_3265,2019-05-02 14:57:02.073967,5857,65837
3265,order_3266,2019-01-30 04:01:27.512315,968,65837
3266,order_3267,2019-10-26 19:21:00.839734,6799,66036
3267,order_3268,2019-01-08 06:58:51.245748,8072,66036
3268,order_3269,2019-02-21 17:03:25.264677,3585,66036
3269,order_3270,2019-04-09 23:10:07.707128,11355,68921
3270,order_3271,2019-03-06 05:11:19.788342,3633,68921
3271,order_3272,2019-05-18 17:39:01.393261,14193,68921
3272,order_3273,2019-08-25 12:33:01.500724,3075,68921
3273,order_3274,2019-05-14 12:24:45.130160,10545,68921
3274,order_3275,2019-05-01 16:16:16.150422,6618,68921
3275,order_3276,2019-08-15 20:18:59.741424,5294,68921
3276,order_3277,2019-03-26 02:59:12.044045,20273,68921
3277,order_3278,2019-03-28 16:01:26.240825,12194,68921
3278,order_3279,2019-07-01 01:47:50.691105,12905,68921
3279,order_3280,2019-07-02 11:49:37.399245,11898,68921
3280,order_3281,2019-01-11 14:56:54.065223,16683,68921
3281,order_3282,2019-04-13 14:02:11.351013,18668,68921
3282,order_3283,2019-05-03 18:44:05.665048,10660,76386
3283,order_3284,2019-07-16 03:39:17.777191,7332,76386
3284,order_3285,2019-04-05 12:55:48.528310,9603,76386
3285,order_3286,2019-03-23 05:56:34.294369,7032,76386
3286,order_3287,2019-09-02 21:17:43.439881,5553,76386
3287,order_3288,2019-04-26 23:08:30.804278,15302,76386
3288,order_3289,2019-07-10 06:51:38.650972,5132,76386
3289,order_3290,2019-05-28 03:08:39.827698,16085,76386
3290,order_3291,2019-09-14 05:02:26.116992,6381,76386
3291,order_3292,2019-10-18 02:02:18.556821,17962,76436
3292,order_3293,2019-01-16 11:55:35.639462,583,76436
3293,order_3294,2019-03-12 18:26:29.621811,12699,76436
3294,order_3295,2019-05-15 14:09:46.340987,7934,76436
3295,order_3296,2019-01-30 09:24:39.941343,13136,76436
3296,order_3297,2019-05-17 08:59:32.944539,16387,76436
3297,order_3298,2019-09-26 10:04:06.632065,422,76436
3298,order_3299,2019-07-03 12:32:22.638316,13624,76436
3299,order_3300,2019-06-25 23:38:05.581194,8589,76436
3300,order_3301,2019-03-30 21:42:56.699782,15137,76436
3301,order_3302,2019-04-03 18:31:26.280315,12262,76436
3302,order_3303,2019-05-25 09:04:58.259839,17821,78831
3303,order_3304,2019-01-26 18:37:55.079420,466,78831
3304,order_3305,2019-06-01 23:40:45.118025,4940,78831
3305,order_3306,2019-04-19 20:51:07.976541,7008,78831
3306,order_3307,2019-03-10 05:04:37.128387,19413,78831
3307,order_3308,2019-04-14 09:43:40.094325,19767,78831
3308,order_3309,2019-08-03 23:28:05.227084,18240,78831
3309,order_3310,2019-07-07 20:01:34.900634,19783,78831
3310,order_3311,2019-01-12 21:38:31.483693,15158,78831
3311,order_3312,2019-06-29 23:19:51.749870,10355,78831
3312,order_3313,2019-08-11 16:17:16.807938,12861,78831
3313,order_3314,2019-09-16 21:46:37.648359,19259,78831
3314,order_3315,2019-05-14 08:18:49.510673,19661,78831
3315,order_3316,2019-08-07 23:42:34.584302,3466,78831
3316,order_3317,2019-09-09 05:41:36.040395,15285,78831
3317,order_3318,2019-01-02 08:07:17.485888,11265,78831
3318,order_3319,2019-05-28 03:37:37.253363,10281,78831
3319,order_3320,2019-12-03 09:17:07.706490,10823,85078
3320,order_3321,2019-10-25 04:43:29.166115,8009,85078
3321,order_3322,2019-10-05 03:56:03.457356,1561,85078
3322,order_3323,2019-01-07 17:32:28.240205,7759,85078
3323,order_3324,2019-03-19 00:38:44.730043,6653,85078
3324,order_3325,2019-05-05 08:44:08.181234,12735,85078
3325,order_3326,2019-03-21 21:00:29.702013,12682,85078
3326,order_3327,2019-04-07 09:01:38.216210,10612,85078
3327,order_3328,2019-08-23 06:58:39.708309,5706,85078
3328,order_3329,2019-03-05 17:10:11.918658,6495,85078
3329,order_3330,2019-08-20 01:13:47.518825,19269,85078
3330,order_3331,2019-03-30 03:03:33.545911,3752,85078
3331,order_3332,2019-06-10 10:00:57.908402,15987,85078
3332,order_3333,2019-05-07 21:55:28.445717,906,85078
3333,order_3334,2019-05-12 02:14:54.146252,13589,85078
3334,order_3335,2019-08-28 18:17:42.897317,10277,85078
3335,order_3336,2019-06-25 21:20:34.807304,16207,85078
3336,order_3337,2019-06-01 00:15:46.082226,11245,85078
3337,order_3338,2019-09-15 05:29:52.141217,6175,85078
3338,order_3339,2019-02-17 16:43:56.891223,12542,85078
3339,order_3340,2019-06-06 21:59:48.147176,14610,85078
3340,order_3341,2019-09-05 10:38:00.076673,8228,85095
3341,order_3342,2019-01-11 01:18:51.554181,17113,85095
3342,order_3343,2019-02-22 11:07:39.080610,7971,85095
3343,order_3344,2019-03-22 12:16:15.206248,6096,85095
3344,order_3345,2019-07-22 11:23:46.210092,19840,85095
3345,order_3346,2019-08-31 10:14:50.902871,6408,85095
3346,order_3347,2019-01-14 04:44:16.645062,8841,85095
3347,order_3348,2019-01-29 12:27:43.226603,10821,85095
3348,order_3349,2019-07-07 07:22:28.857299,1567,85095
3349,order_3350,2019-09-28 16:48:41.289698,13797,85095
3350,order_3351,2019-05-21 15:14:22.793142,16680,85095
3351,order_3352,2019-05-26 22:33:34.049210,19681,85095
3352,order_3353,2019-04-30 07:37:23.022647,941,91195
3353,order_3354,2019-06-29 01:29:43.353920,3440,91195
3354,order_3355,2019-02-12 10:41:31.527350,16967,91195
3355,order_3356,2019-08-14 17:50:45.555013,7617,91479
3356,order_3357,2019-02-21 07:38:17.023595,15666,91479
3357,order_3358,2019-02-28 04:41:42.915431,14830,91479
3358,order_3359,2019-04-16 14:08:24.930860,9237,91479
3359,order_3360,2019-02-20 06:22:24.454943,12594,91479
3360,order_3361,2019-02-02 09:33:22.937070,1539,91479
3361,order_3362,2019-03-12 10:46:20.469223,13482,91479
3362,order_3363,2019-10-11 17:06:05.696249,6962,93663
3363,order_3364,2019-10-09 14:37:02.487654,15966,93663
3364,order_3365,2019-04-03 01:36:54.174765,6517,93663
3365,order_3366,2019-07-08 00:10:12.991828,17309,93663
3366,order_3367,2019-09-06 16:10:26.560976,19522,93663
3367,order_3368,2019-08-25 23:14:42.529726,5342,95142
3368,order_3369,2019-09-20 15:30:26.710490,1189,95142
3369,order_3370,2019-07-07 08:51:07.481714,18332,95142
3370,order_3371,2019-04-23 22:36:17.993914,7176,95142
3371,order_3372,2019-07-06 05:22:20.023217,342,95142
3372,order_3373,2019-03-14 12:43:29.259961,17332,95142
3373,order_3374,2019-04-19 21:17:39.715671,9033,95142
3374,order_3375,2019-04-23 12:59:35.979778,10200,95142
3375,order_3376,2019-04-11 18:51:57.156832,11237,95142
3376,order_3377,2019-06-11 11:49:21.545119,16858,95142
3377,order_3378,2019-02-19 15:37:57.093400,16729,95142
3378,order_3379,2019-06-28 05:33:54.034734,14327,95879
3379,order_3380,2019-04-09 01:40:40.868696,4217,95879
3380,order_3381,2019-05-26 12:08:16.253129,14610,95879
3381,order_3382,2019-02-19 00:32:51.826807,17760,95879
3382,order_3383,2019-05-10 18:03:17.300788,12156,95879
3383,order_3384,2019-06-19 04:57:49.262365,11051,95879
3384,order_3385,2019-01-19 13:33:25.931678,6769,95879
3385,order_3386,2019-06-16 12:49:58.883503,13637,95879
3386,order_3387,2019-09-14 13:56:05.489826,8542,95879
3387,order_3388,2019-06-06 20:16:23.553062,15806,95879
3388,order_3389,2019-04-04 12:58:41.329753,8569,95879
3389,order_3390,2019-02-06 02:51:46.661940,2072,95879
3390,order_3391,2019-12-06 14:57:11.983676,11475,97919
3391,order_3392,2019-12-10 22:49:49.270728,5936,97919
3392,order_3393,2019-12-14 18:10:40.282900,4413,97919
3393,order_3394,2019-11-21 15:54:06.887875,1764,97919
3394,order_3395,2019-11-15 21:48:52.780906,9293,97919
3395,order_3396,2019-11-02 00:52:00.305793,3139,97919
3396,order_3397,2019-12-01 03:14:47.779852,8255,97919
3397,order_3398,2019-12-11 15:00:28.540292,6234,97919
3398,order_3399,2019-12-10 04:15:39.481170,11622,97919
3399,order_3400,2019-11-03 22:45:01.928036,14163,97919
3400,order_3401,2019-11-23 16:28:24.874111,18788,97919
3401,order_3402,2019-12-29 23:41:37.898787,18912,97919
3402,order_3403,2019-12-24 22:16:29.921212,9207,97919
3403,order_3404,2019-12-21 19:09:27.581064,14381,97919
3404,order_3405,2019-12-12 19:56:49.543701,16712,97919
3405,order_3406,2019-12-27 14:43:30.114925,4680,97919
3406,order_3407,2019-12-12 14:06:37.124736,17261,97919
3407,order_3408,2019-11-12 11:58:47.773574,10516,97919
3408,order_3409,2019-12-17 16:41:23.955776,3016,97919
3409,order_3410,2019-11-18 11:15:35.137311,16386,97919
3410,order_3411,2019-12-07 00:15:38.553133,5686,97919
3411,order_3412,2019-12-06 17:30:05.941397,11368,97919
3412,order_3413,2019-11-11 10:52:34.573098,13440,97919
3413,order_3414,2019-11-01 06:35:34.864006,20017,97919
3414,order_3415,2019-11-05 02:44:54.000265,2685,97919
3415,order_3416,2019-11-16 23:06:48.206828,15926,97919
3416,order_3417,2019-12-10 11:25:26.897138,269,97919
3417,order_3418,2019-11-12 07:21:59.402011,18645,97919
3418,order_3419,2019-12-23 18:55:46.978062,15149,97919
3419,order_3420,2019-11-27 02:21:40.680386,9392,97919
3420,order_3421,2019-12-12 04:35:48.269599,11471,97919
3421,order_3422,2019-11-18 16:36:01.188027,8954,97919
3422,order_3423,2019-12-28 04:53:13.076521,13628,97919
3423,order_3424,2019-11-27 18:38:59.715413,19271,97919
3424,order_3425,2019-12-30 21:05:38.981336,15871,97919
3425,order_3426,2019-12-18 08:10:24.789383,15125,97919
3426,order_3427,2019-12-28 21:04:54.662824,10969,97919
3427,order_3428,2019-11-07 17:54:57.650663,5149,97919
3428,order_3429,2019-11-02 00:10:15.583395,9555,97919
3429,order_3430,2019-12-13 16:16:38.318925,7672,97919
3430,order_3431,2019-12-14 13:57:36.300631,8768,97919
3431,order_3432,2019-12-28 17:49:41.704269,14173,97919
3432,order_3433,2019-12-24 03:43:42.114942,12062,97919
3433,order_3434,2019-12-02 01:16:18.645919,14901,97919
3434,order_3435,2019-12-15 11:06:25.685070,588,97919
3435,order_3436,2019-12-27 13:37:08.236075,7020,97919
3436,order_3437,2019-11-14 09:40:42.973316,8312,97919
3437,order_3438,2019-11-30 20:33:52.933359,5353,97919
3438,order_3439,2019-11-18 17:54:38.065551,9157,97919
3439,order_3440,2019-11-02 11:27:06.030046,10775,97919
3440,order_3441,2019-11-22 13:02:50.839454,5442,97919
3441,order_3442,2019-12-12 19:18:43.570903,4657,97919
3442,order_3443,2019-12-27 16:58:44.196219,3997,97919
3443,order_3444,2019-11-05 04:16:27.557837,3034,97919
3444,order_3445,2019-12-22 09:33:56.233941,19781,97919
3445,order_3446,2019-12-29 00:43:26.191878,8168,97919
3446,order_3447,2019-11-11 20:43:15.738016,6410,97919
3447,order_3448,2019-12-20 11:21:44.028674,19937,97919
3448,order_3449,2019-12-03 23:28:01.280849,18004,97919
3449,order_3450,2019-12-17 11:41:22.297385,7600,97919
3450,order_3451,2019-12-18 01:21:09.751011,17973,97919
3451,order_3452,2019-11-22 13:43:34.555412,1077,97919
3452,order_3453,2019-11-29 18:01:13.533842,12883,97919
3453,order_3454,2019-12-30 06:49:57.816506,18895,97919
3454,order_3455,2019-12-22 04:44:03.224223,11979,97919
3455,order_3456,2019-11-27 17:21:48.826291,5422,97919
3456,order_3457,2019-12-17 01:52:30.761998,13511,97919
3457,order_3458,2019-11-02 18:03:53.419956,1109,97919
3458,order_3459,2019-11-24 13:34:01.245366,7690,97919
3459,order_3460,2019-12-20 13:56:05.902679,4606,97919
3460,order_3461,2019-11-11 12:37:57.441334,19352,97919
3461,order_3462,2019-11-05 20:45:19.658360,888,97919
3462,order_3463,2019-11-03 20:29:46.487712,18539,97919
3463,order_3464,2019-11-09 10:45:16.987533,11412,97919
3464,order_3465,2019-12-05 21:57:16.937842,11917,97919
3465,order_3466,2019-12-18 12:29:36.408528,8284,97919
3466,order_3467,2019-11-26 15:43:59.993450,11347,97919
3467,order_3468,2019-11-17 04:15:48.040328,17179,97919
3468,order_3469,2019-11-01 03:01:47.552775,7870,97919
3469,order_3470,2019-12-25 09:55:39.626856,2609,97919
3470,order_3471,2019-11-26 22:41:37.924438,10659,97919
3471,order_3472,2019-12-23 15:45:10.873996,1277,97919
3472,order_3473,2019-12-30 16:43:46.185959,3320,97919
3473,order_3474,2019-12-11 18:45:05.326856,17987,97919
3474,order_3475,2019-11-27 15:23:35.324056,17116,97919
3475,order_3476,2019-12-06 17:10:19.289870,12361,97919
3476,order_3477,2019-11-14 23:12:00.914008,12766,97919
3477,order_3478,2019-12-25 01:52:54.454387,11522,97919
3478,order_3479,2019-11-18 13:27:15.320632,6062,97919
3479,order_3480,2019-10-17 07:07:32.556847,15512,97919
3480,order_3481,2019-10-30 22:05:10.889008,160,97919
3481,order_3482,2019-10-09 01:58:46.942349,6523,97919
3482,order_3483,2019-10-02 23:12:05.527806,10741,97919
3483,order_3484,2019-10-13 14:50:03.787350,13024,97919
3484,order_3485,2019-10-10 12:02:18.816953,13377,97919
3485,order_3486,2019-10-25 20:02:28.597995,17895,97919
3486,order_3487,2019-10-09 08:31:02.659158,10372,97919
3487,order_3488,2019-10-28 19:04:04.173559,5886,97919
3488,order_3489,2019-10-03 21:19:00.219955,4434,97919
3489,order_3490,2019-10-06 15:05:42.319996,8204,97919
3490,order_3491,2019-10-10 15:34:29.890999,12178,97919
3491,order_3492,2019-10-13 09:00:35.078450,13913,97919
3492,order_3493,2019-10-18 20:46:14.556024,4020,97919
3493,order_3494,2019-10-15 21:12:56.039420,9170,97919
3494,order_3495,2019-10-29 19:15:22.765316,13776,97919
3495,order_3496,2019-10-12 05:43:24.460670,17652,97919
3496,order_3497,2019-10-01 00:18:43.332994,2419,97919
3497,order_3498,2019-10-21 18:40:54.576372,1718,97919
3498,order_3499,2019-10-27 07:14:51.982284,626,97919
3499,order_3500,2019-10-04 19:03:51.925923,12644,97919
3500,order_3501,2019-10-22 13:48:21.262268,16622,97919
3501,order_3502,2019-10-21 04:44:58.358360,11147,97919
3502,order_3503,2019-10-25 13:35:44.855929,14646,97919
3503,order_3504,2019-10-01 17:34:35.084719,15454,97919
3504,order_3505,2019-10-19 19:29:11.998571,14183,97919
3505,order_3506,2019-10-02 15:05:45.517398,16539,97919
3506,order_3507,2019-10-15 11:38:44.081817,18470,97919
3507,order_3508,2019-10-20 13:27:13.374952,6578,97919
3508,order_3509,2019-10-21 05:34:08.452695,13608,97919
3509,order_3510,2019-10-12 01:18:05.051632,2260,97919
3510,order_3511,2019-10-11 21:29:01.408945,11835,97919
3511,order_3512,2019-10-28 06:41:34.076653,19790,97919
3512,order_3513,2019-10-06 02:23:31.594452,11068,97919
3513,order_3514,2019-10-17 00:58:09.478705,8787,97919
3514,order_3515,2019-10-05 12:21:35.754008,9905,97919
3515,order_3516,2019-10-12 01:46:43.928317,10503,97919
3516,order_3517,2019-10-19 14:50:20.541977,18727,97919
3517,order_3518,2019-10-21 01:13:05.994242,8226,97919
3518,order_3519,2019-10-10 21:09:52.541217,6927,97919
3519,order_3520,2019-10-23 05:48:54.989937,11301,97919
3520,order_3521,2019-10-04 06:35:24.561287,1204,97919
3521,order_3522,2019-10-16 07:16:01.552614,11702,97919
3522,order_3523,2019-10-09 14:00:09.687213,19912,97919
3523,order_3524,2019-10-03 13:03:06.679390,12398,97919
3524,order_3525,2019-10-17 16:53:21.051846,19556,97919
3525,order_3526,2019-10-30 21:48:44.166069,7238,97919
3526,order_3527,2019-10-18 01:07:34.699857,8733,97919
3527,order_3528,2019-10-24 06:34:20.538571,10981,97919
3528,order_3529,2019-10-07 14:02:49.545875,3595,97919
3529,order_3530,2019-10-14 02:31:17.683274,15152,97919
3530,order_3531,2019-10-27 22:46:08.872233,16981,97919
3531,order_3532,2019-10-01 17:33:06.101376,1351,97919
3532,order_3533,2019-10-27 02:02:36.406012,12417,97919
3533,order_3534,2019-10-24 09:15:19.108137,3091,97919
3534,order_3535,2019-10-14 08:32:01.273608,2381,97919
3535,order_3536,2019-10-19 22:27:07.679133,4567,97919
3536,order_3537,2019-10-10 22:57:05.156580,8825,97919
3537,order_3538,2019-10-16 21:03:31.001930,4367,97919
3538,order_3539,2019-10-14 21:17:25.426031,19929,97919
3539,order_3540,2019-10-11 09:30:21.354931,15968,97919
3540,order_3541,2019-10-12 14:42:14.966908,10971,97919
3541,order_3542,2019-10-24 15:24:01.713028,2733,97919
3542,order_3543,2019-10-30 16:53:38.335423,2034,97919
3543,order_3544,2019-10-19 18:10:29.363910,19126,97919
3544,order_3545,2019-10-01 13:18:51.028508,13520,97919
3545,order_3546,2019-10-14 03:59:26.535827,16040,97919
3546,order_3547,2019-10-20 08:13:03.066594,115,97919
3547,order_3548,2019-10-03 13:40:56.101666,17220,97919
3548,order_3549,2019-10-24 07:21:43.221868,10163,97919
3549,order_3550,2019-10-04 03:26:22.312616,4319,97919
3550,order_3551,2019-10-11 18:04:59.432462,10706,97919
3551,order_3552,2019-10-13 18:23:12.998790,11663,97919
3552,order_3553,2019-10-15 07:59:57.502316,3631,97919
3553,order_3554,2019-10-18 14:57:29.644854,19714,97919
3554,order_3555,2019-10-08 03:31:53.773547,3512,97919
3555,order_3556,2019-10-04 01:22:22.985099,596,97919
3556,order_3557,2019-10-11 15:09:33.431589,15372,97919
3557,order_3558,2019-10-20 09:33:02.514113,10701,97919
3558,order_3559,2019-10-22 22:50:53.856842,7954,97919
3559,order_3560,2019-10-05 19:49:47.523027,5231,97919
3560,order_3561,2019-10-12 14:10:21.840748,15820,97919
3561,order_3562,2019-10-18 11:09:57.774576,8766,97919
3562,order_3563,2019-10-13 10:25:49.448479,5020,97919
3563,order_3564,2019-01-22 19:39:18.747102,5471,97919
3564,order_3565,2019-04-01 07:32:22.511610,8036,97919
3565,order_3566,2019-03-17 23:42:36.846221,43,97919
3566,order_3567,2019-09-29 23:51:03.511246,19625,97919
3567,order_3568,2019-09-16 14:50:25.192537,1177,97919
3568,order_3569,2019-06-10 00:41:06.681812,19992,97919
3569,order_3570,2019-03-03 06:02:27.933319,19555,97919
3570,order_3571,2019-04-12 04:01:55.831008,16498,97919
3571,order_3572,2019-07-16 13:37:36.310457,5005,97919
3572,order_3573,2019-03-03 20:08:39.294506,9842,97919
3573,order_3574,2019-06-27 04:57:05.449717,6503,97919
3574,order_3575,2019-06-15 01:26:10.417727,19785,97919
3575,order_3576,2019-03-10 09:24:19.528516,15132,97919
3576,order_3577,2019-08-30 18:20:49.393399,15201,97919
3577,order_3578,2019-01-05 09:02:51.197436,8795,97919
3578,order_3579,2019-01-30 08:38:42.989966,11212,97919
3579,order_3580,2019-08-31 18:28:28.301240,13088,97919
3580,order_3581,2019-05-06 06:57:30.592674,6404,97919
3581,order_3582,2019-02-06 20:51:30.367156,3933,97919
3582,order_3583,2019-01-10 19:47:16.441347,15541,97919
3583,order_3584,2019-03-30 19:54:43.367347,5386,97919
3584,order_3585,2019-09-22 19:23:13.959371,11968,97919
3585,order_3586,2019-02-22 16:29:09.184056,6052,97919
3586,order_3587,2019-03-31 12:29:06.768070,13566,97919
3587,order_3588,2019-06-13 00:53:35.798195,17266,97919
3588,order_3589,2019-03-05 14:28:39.244291,18570,97919
3589,order_3590,2019-01-18 16:16:22.433008,6359,97919
3590,order_3591,2019-02-06 15:55:04.686931,10727,97919
3591,order_3592,2019-08-06 12:22:47.001657,1876,97919
3592,order_3593,2019-09-02 16:28:28.439455,7281,97919
