index,customer_id,subject_line_length,last_open_day,last_login_day,last_checkout_day,open_count_last_10_days,open_count_last_30_days,open_count_last_60_days,login_count_last_10_days,login_count_last_30_days,login_count_last_60_days,checkout_count_last_10_days,checkout_count_last_30_days,checkout_count_last_60_days,open_flag,row_id,attr_1,attr_2,attr_3,age,domain,gender,checkout_count_last_6_months,checkout_count_last_1_year
565,104593,38,45,75,62,0,0,0,0,0,0,0,0,0,0,24236,1.0,1.0,2.0,44.0,@yahoo.com,Male,1,4
566,105975,38,1,8,181,3,3,9,15,18,79,0,0,0,0,24251,,1.0,0.0,24.0,@gmail.com,Male,1,6
567,105988,38,13,3,8,1,6,16,4,30,64,1,3,13,1,24252,1.0,1.0,4.0,29.0,@gmail.com,Male,35,83
568,106240,38,13,77,187,0,1,2,0,0,0,0,0,0,0,24257,,1.0,0.0,18.0,@gmail.com,Male,0,10
569,106675,38,17,2,339,0,3,8,7,19,29,0,0,0,0,24262,,1.0,0.0,35.0,@gmail.com,Female,0,2
570,108580,38,37,2,2,0,0,4,11,35,70,4,4,5,0,24282,1.0,1.0,2.0,19.0,@gmail.com,Female,9,11
571,108949,38,48,13,35,0,0,2,0,2,22,0,0,1,0,24285,,1.0,0.0,43.0,@gmail.com,Female,0,4
572,109396,38,9,51,80,0,4,8,0,0,6,0,0,0,0,24289,1.0,1.0,2.0,37.0,@gmail.com,Female,5,9
573,110384,38,31,51,186,0,0,1,0,0,1,0,0,0,0,24302,,1.0,0.0,53.0,@gmail.com,Male,0,9
574,110820,38,2,49,218,4,12,14,0,0,1,0,0,0,1,24308,,1.0,0.0,53.0,@gmail.com,Female,0,4
575,111625,38,36,11,Never Checkout,0,0,1,0,4,11,0,0,0,0,24315,1.0,1.0,3.0,38.0,@yahoo.com,Female,0,0
576,111714,38,23,16,37,0,1,1,0,3,14,0,0,4,0,24317,,1.0,0.0,59.0,@gmail.com,Male,9,24
577,112738,38,5,5,190,4,11,11,8,29,39,0,0,0,1,24325,1.0,1.0,1.0,33.0,@gmail.com,Male,0,3
578,113374,38,23,15,13,0,1,1,0,21,24,0,4,8,0,24334,,1.0,0.0,43.0,@gmail.com,Male,23,60
579,113711,38,28,9,29,0,1,1,2,28,33,0,1,2,0,24338,1.0,1.0,1.0,32.0,@gmail.com,Male,9,10
580,115377,38,5,20,202,2,4,4,0,8,8,0,0,0,1,24359,1.0,1.0,1.0,54.0,@yahoo.com,Female,0,3
581,116004,38,3,1,294,6,11,17,14,30,30,0,0,0,0,24363,,1.0,0.0,28.0,@hotmail.com,Female,0,2
582,116772,38,16,2,14,0,0,0,12,18,18,0,3,3,0,24376,1.0,1.0,4.0,51.0,@yahoo.com,Male,18,21
583,117665,38,2,9,19,0,0,0,6,12,12,0,1,1,0,24384,,1.0,0.0,56.0,@gmail.com,Male,0,3
584,118057,38,1,3,30,3,3,3,3,5,5,0,1,1,1,24387,1.0,1.0,3.0,45.0,@yahoo.com,Male,0,3
585,118078,38,7,7,79,0,0,0,10,11,11,0,0,0,1,24388,,1.0,0.0,30.0,@gmail.com,Female,5,9
586,126557,38,6,11,73,1,1,3,0,0,0,0,0,0,1,24401,,1.0,0.0,38.0,@gmail.com,Female,2,6
587,126929,59,Never open,1,265,0,0,0,0,0,0,0,0,0,0,24404,,1.0,0.0,23.0,@yahoo.com,Male,0,2
588,305,34,1,9,78,3,7,13,6,15,43,0,0,0,1,26633,1.0,1.0,2.0,38.0,@gmail.com,Male,7,12
589,346,34,2,6,0,1,5,7,13,45,89,3,6,8,1,26634,1.0,1.0,2.0,27.0,@yahoo.com,Female,24,51
590,1722,34,2,1,0,1,2,3,12,38,74,2,8,18,0,26641,1.0,1.0,2.0,43.0,@gmail.com,Male,57,104
591,1814,34,19,5,15,0,2,2,2,23,60,0,2,6,0,26643,,1.0,0.0,20.0,@gmail.com,Male,19,35
592,3501,34,3,8,29,1,3,3,2,4,6,0,1,2,1,26650,1.0,1.0,1.0,39.0,@yahoo.com,Female,4,13
593,7363,34,9,1,11,1,2,2,8,81,168,0,16,29,0,26668,1.0,1.0,2.0,33.0,@gmail.com,Male,98,208
594,9868,34,86,3,32,0,0,0,10,36,77,0,0,4,0,26694,1.0,1.0,4.0,34.0,@gmail.com,Female,16,28
595,13852,34,21,1,0,0,0,0,18,34,62,4,6,11,0,26720,1.0,1.0,2.0,29.0,@gmail.com,Male,30,49
596,14536,34,1,1,81,1,1,1,42,118,138,0,0,0,0,26723,1.0,1.0,2.0,50.0,@gmail.com,Male,7,10
597,17328,34,3,14,44,2,3,6,1,7,20,0,0,1,0,26747,1.0,1.0,2.0,29.0,@gmail.com,Female,9,14
598,17608,34,28,1,4,0,1,2,15,41,53,3,12,12,1,26749,1.0,1.0,2.0,38.0,@yahoo.com,Female,31,61
599,18043,34,1,0,39,1,2,2,12,48,75,0,0,1,1,26754,1.0,1.0,1.0,23.0,@gmail.com,Male,5,16
600,18357,34,20,1,19,0,3,3,5,23,44,0,2,2,0,26757,,1.0,0.0,60.0,@yahoo.com,Female,0,5
601,19329,34,169,18,20,0,0,0,0,12,30,0,1,1,0,26766,,1.0,0.0,56.0,@gmail.com,Male,0,20
602,22936,34,3,6,19,2,6,8,2,17,48,0,2,7,1,26791,,1.0,0.0,46.0,@gmail.com,Male,25,39
603,25472,34,9,19,18,1,3,5,0,14,34,0,19,30,1,26804,1.0,1.0,1.0,25.0,@gmail.com,Female,99,221
604,27398,34,2,16,13,4,11,21,0,9,24,0,2,2,1,26824,1.0,1.0,2.0,55.0,@gmail.com,Male,5,10
605,29450,34,2,3,6,4,12,17,15,38,95,1,1,1,1,26840,1.0,1.0,3.0,20.0,@gmail.com,Male,0,3
606,30476,34,9,1,6,2,6,9,11,35,70,1,10,17,1,26847,1.0,1.0,2.0,44.0,@yahoo.com,Female,61,130
607,31059,34,3,1,0,3,5,8,12,47,101,2,13,23,1,26855,,1.0,0.0,43.0,@yahoo.com,Female,68,164
608,33529,34,87,325,242,0,0,0,0,0,0,0,0,0,0,26880,,1.0,0.0,31.0,@yahoo.com,Male,0,5
609,34936,34,Never open,9,26,0,0,0,2,3,5,0,2,2,0,26892,,1.0,0.0,27.0,@gmail.com,Female,14,17
610,38049,34,10,19,24,1,2,2,0,13,28,0,1,2,1,26915,1.0,1.0,2.0,26.0,@yahoo.com,Female,5,22
611,38244,34,13,218,186,0,5,6,0,0,0,0,0,0,0,26920,,1.0,0.0,25.0,@gmail.com,Female,0,11
612,39297,34,9,3,10,4,11,17,5,17,18,1,3,3,1,26935,,1.0,0.0,42.0,@gmail.com,Female,8,9
613,40610,34,10,1,29,1,7,11,2,12,35,0,1,3,1,26946,1.0,1.0,2.0,31.0,@yahoo.com,Male,7,10
614,40919,34,3,2,224,4,6,10,13,38,85,0,0,0,1,26947,1.0,1.0,2.0,39.0,@yahoo.com,Male,0,4
615,41168,34,8,23,193,1,5,9,0,1,4,0,0,0,1,26950,,1.0,0.0,50.0,@yahoo.com,Male,0,2
616,42411,34,10,11,32,1,1,3,2,6,19,0,0,9,0,26960,1.0,1.0,2.0,35.0,@gmail.com,Female,33,64
617,43074,34,37,63,119,0,0,3,0,0,0,0,0,0,0,26969,,1.0,0.0,51.0,@icloud.com,Female,3,7
618,44154,34,33,2,0,0,0,3,11,19,37,2,2,4,0,26977,1.0,1.0,2.0,39.0,@gmail.com,Female,14,18
619,45219,34,310,11,32,0,0,0,2,5,15,0,0,2,0,26986,1.0,1.0,2.0,22.0,@gmail.com,Female,15,39
620,45971,34,9,535,193,1,1,1,0,0,0,0,0,0,0,26990,,1.0,0.0,33.0,@yahoo.com,Female,0,4
621,47425,34,226,554,186,0,0,0,0,0,0,0,0,0,0,27007,1.0,1.0,2.0,33.0,@gmail.com,Female,0,6
622,47915,34,10,10,11,1,1,1,1,34,65,0,4,6,0,27009,1.0,1.0,2.0,34.0,@yahoo.com,Female,27,35
623,48667,34,2,11,79,2,5,7,0,4,4,0,0,0,1,27017,1.0,1.0,2.0,34.0,@yahoo.com,Male,2,3
624,48693,34,11,74,89,0,1,1,0,0,0,0,0,0,0,27018,1.0,1.0,2.0,23.0,@gmail.com,Male,3,15
625,48747,34,234,227,270,0,0,0,0,0,0,0,0,0,0,27019,1.0,1.0,2.0,27.0,@gmail.com,Female,0,4
626,49220,34,38,128,83,0,0,4,0,0,0,0,0,0,0,27026,,1.0,0.0,59.0,@gmail.com,Female,4,5
627,50745,34,Never open,0,1,0,0,0,17,56,88,4,22,27,0,27041,1.0,1.0,2.0,20.0,@gmail.com,Female,81,170
628,52172,34,Never open,46,144,0,0,0,0,0,1,0,0,0,0,27052,,1.0,0.0,45.0,@gmail.com,Male,1,6
629,53705,34,3,2,5,3,7,9,14,44,59,1,5,5,1,27063,1.0,1.0,1.0,49.0,@gmail.com,Male,12,16
630,53954,58,2,3,21,3,9,16,1,10,12,0,3,3,1,27066,1.0,1.0,1.0,55.0,@hotmail.com,Female,14,19
631,54877,34,6,9,70,0,0,0,3,3,3,0,0,0,0,27073,1.0,1.0,2.0,25.0,@gmail.com,Female,8,9
632,56027,34,3,3,11,0,3,7,10,34,66,0,3,7,0,27085,1.0,1.0,2.0,22.0,@gmail.com,Male,21,60
633,57396,34,20,6,27,0,2,2,3,14,27,0,1,3,0,27095,1.0,1.0,2.0,29.0,@gmail.com,Male,16,19
634,58178,34,19,8,18,0,1,4,11,35,66,0,2,5,0,27097,1.0,1.0,2.0,51.0,@yahoo.com,Male,23,30
635,59569,58,59,9,19,0,0,1,1,8,51,0,1,5,0,27109,1.0,1.0,2.0,25.0,@yahoo.com,Male,18,42
636,60202,34,18,37,65,0,1,2,0,0,1,0,0,0,0,27115,1.0,1.0,2.0,45.0,@yahoo.com,Female,4,6
637,62203,34,28,196,209,0,1,2,0,0,0,0,0,0,0,27133,,1.0,0.0,54.0,@yahoo.com,Male,0,11
638,62653,34,22,22,228,1,2,5,0,1,2,0,0,0,1,27137,1.0,1.0,2.0,24.0,@yahoo.com,Male,0,3
639,62657,34,Never open,451,189,0,0,0,0,0,0,0,0,0,0,27138,,1.0,0.0,51.0,@gmail.com,Female,0,19
640,65089,34,2,1,2,2,5,7,9,39,84,3,8,14,1,27167,,1.0,0.0,39.0,@gmail.com,Male,37,94
641,66077,34,79,280,205,0,0,0,0,0,0,0,0,0,0,27174,,1.0,0.0,27.0,@yahoo.com,Male,0,5
642,67462,34,3,9,100,1,2,3,2,7,16,0,0,0,0,27181,,1.0,0.0,43.0,@yahoo.com,Male,1,16
643,67530,34,3,286,208,1,4,4,0,0,0,0,0,0,0,27182,,1.0,0.0,45.0,@gmail.com,Female,0,4
644,67847,34,3,8,23,3,4,5,6,10,10,0,1,1,0,27185,,1.0,0.0,18.0,@yahoo.com,Male,3,23
645,70098,34,9,2,0,1,5,8,22,52,105,3,18,28,1,27204,1.0,1.0,2.0,42.0,@gmail.com,Female,83,152
646,70204,34,2,1,0,4,10,15,22,74,106,10,20,21,1,27205,1.0,1.0,2.0,32.0,@gmail.com,Female,47,95
647,70866,34,2,5,5,4,8,14,29,58,104,3,23,29,1,27213,,1.0,0.0,18.0,@yahoo.com,Male,86,191
648,71148,34,10,5,15,1,5,9,12,60,142,0,1,6,0,27215,1.0,1.0,2.0,24.0,@ymail.com,Male,15,42
649,71361,34,5,334,126,4,12,16,0,1,1,0,0,0,1,27217,,1.0,0.0,20.0,@yahoo.com,Male,4,8
650,71497,34,1,368,65,0,3,5,0,0,0,0,0,0,0,27219,,1.0,0.0,21.0,@gmail.com,Male,1,12
651,72731,34,4,2,0,1,1,3,11,28,46,4,4,4,0,27228,,1.0,0.0,60.0,@gmail.com,Female,6,11
652,72802,34,4,3,0,3,6,7,1,2,5,2,2,2,1,27229,,1.0,0.0,54.0,@gmail.com,Male,10,14
653,73334,34,239,330,195,0,0,0,0,0,0,0,0,0,0,27234,1.0,1.0,2.0,27.0,@gmail.com,Male,0,9
654,73702,34,159,6,35,0,0,0,2,6,11,0,0,1,0,27241,1.0,1.0,1.0,22.0,@gmail.com,Male,1,9
655,74112,58,90,343,65,0,0,0,0,0,0,0,0,0,0,27245,,1.0,0.0,37.0,@gmail.com,Female,5,7
656,74319,34,3,72,192,2,5,9,0,0,0,0,0,0,0,27248,,1.0,0.0,23.0,@gmail.com,Male,0,15
657,74913,34,328,327,72,0,0,0,0,0,0,0,0,0,0,27252,,1.0,0.0,44.0,@gmail.com,Male,6,10
658,74940,34,1,2,6,2,4,5,21,77,171,2,11,23,0,27253,,1.0,0.0,36.0,@yahoo.com,Female,78,147
659,76630,34,20,12,13,0,1,2,5,22,29,0,5,9,1,27264,1.0,1.0,2.0,37.0,@yahoo.com,Female,31,62
660,78992,34,122,37,222,0,0,0,0,0,1,0,0,0,0,27282,1.0,1.0,2.0,20.0,@gmail.com,Male,0,4
661,79428,34,1,26,31,3,10,15,9,32,61,0,0,3,1,27285,,1.0,0.0,33.0,@yahoo.com,Male,4,19
662,80025,34,202,292,75,0,0,0,0,0,0,0,0,0,0,27287,,1.0,0.0,37.0,@gmail.com,Male,2,18
663,80087,34,65,278,217,0,0,0,0,0,0,0,0,0,0,27288,1.0,1.0,1.0,24.0,@gmail.com,Male,0,5
664,80586,34,80,234,65,0,0,0,0,0,0,0,0,0,0,27298,,1.0,0.0,39.0,@gmail.com,Male,3,4
665,81017,34,13,15,68,0,2,4,0,1,7,0,0,0,0,27300,1.0,1.0,2.0,50.0,@yahoo.com,Female,2,9
666,81879,34,200,276,86,0,0,0,0,0,0,0,0,0,0,27305,,1.0,0.0,54.0,@yahoo.com,Female,3,5
667,82056,34,7,244,61,2,10,17,0,0,0,0,0,0,0,27311,1.0,1.0,1.0,29.0,@gmail.com,Male,2,5
668,83196,34,111,27,263,0,0,0,0,1,5,0,0,0,0,27324,,1.0,0.0,52.0,@gmail.com,Male,0,3
669,83986,34,4,7,17,1,2,4,7,38,76,0,2,3,0,27332,,1.0,0.0,19.0,@gmail.com,Female,8,14
670,84960,34,3,14,76,4,11,15,3,8,16,0,0,0,1,27337,,1.0,0.0,40.0,@yahoo.com,Male,12,15
671,84977,34,27,27,45,0,1,1,1,4,12,0,0,1,0,27338,1.0,1.0,2.0,47.0,@yahoo.com,Male,0,11
672,85992,58,82,30,39,0,0,0,2,5,20,0,0,2,0,27344,,1.0,0.0,49.0,@gmail.com,Male,14,19
673,86225,34,20,30,44,2,3,6,0,1,16,0,0,3,0,27347,1.0,1.0,2.0,21.0,other,Male,11,23
674,86521,34,19,1,2,0,1,5,67,164,325,2,9,19,0,27348,1.0,1.0,3.0,40.0,@gmail.com,Male,53,126
675,86590,34,3,231,106,1,3,5,0,0,0,0,0,0,0,27351,,1.0,0.0,44.0,@gmail.com,Female,6,15
676,87504,34,107,107,185,0,0,0,0,0,0,0,0,0,0,27365,,1.0,0.0,63.0,@hotmail.com,Male,0,25
677,87924,34,3,234,185,4,12,22,0,0,0,0,0,0,1,27369,,1.0,0.0,49.0,@gmail.com,Male,0,4
678,88150,58,85,4,198,0,0,0,1,1,2,0,0,0,0,27370,,1.0,0.0,26.0,@yahoo.com,Male,0,1
679,88841,34,89,147,212,0,0,0,0,0,0,0,0,0,0,27377,,1.0,0.0,22.0,@gmail.com,Female,0,5
680,88942,34,4,48,Never Checkout,2,5,5,0,0,8,0,0,0,1,27379,1.0,1.0,2.0,38.0,@yahoo.com,Female,0,0
681,89316,34,2,79,189,0,0,0,0,0,0,0,0,0,0,27380,,1.0,0.0,48.0,@gmail.com,Female,0,19
682,91097,34,Never open,33,60,0,0,0,0,0,12,0,0,1,0,27392,1.0,1.0,2.0,50.0,@gmail.com,Female,6,9
683,93500,34,60,123,107,0,0,0,0,0,0,0,0,0,0,27417,,1.0,0.0,24.0,@gmail.com,Male,3,6
684,94736,34,Never open,3,31,0,0,0,1,11,23,0,0,2,0,27429,,1.0,0.0,51.0,@gmail.com,Female,7,23
685,97017,34,3,75,62,6,11,12,0,0,0,0,0,0,0,27455,,1.0,0.0,60.0,@gmail.com,Male,6,10
686,97718,34,59,2,196,0,0,1,40,106,240,0,0,0,0,27463,,1.0,0.0,46.0,@qq.com,Male,0,3
687,97930,34,1,39,72,3,6,6,0,0,1,0,0,0,0,27466,1.0,1.0,3.0,29.0,@gmail.com,Female,3,7
688,98468,34,10,122,Never Checkout,0,3,3,0,0,0,0,0,0,0,27472,1.0,1.0,1.0,35.0,@gmail.com,Female,0,0
689,100301,58,46,16,185,0,0,1,0,4,6,0,0,0,0,27499,1.0,1.0,2.0,42.0,@gmail.com,Female,0,17
690,100885,34,54,17,17,0,0,2,0,11,46,0,1,19,0,27506,1.0,1.0,2.0,46.0,@yahoo.com,Female,77,142
691,101203,34,18,15,12,0,2,5,2,8,14,0,2,10,0,27509,,1.0,0.0,39.0,@gmail.com,Female,34,56
692,101225,34,5,2,225,1,2,2,7,9,9,0,0,0,0,27512,,1.0,0.0,51.0,@gmail.com,Male,0,3
693,101408,34,20,40,186,0,0,0,2,5,6,0,0,0,0,27517,,1.0,0.0,41.0,@yahoo.com,Female,0,5
694,101732,34,27,3,0,0,1,2,22,37,42,6,7,8,0,27525,1.0,1.0,1.0,38.0,@gmail.com,Female,21,23
695,101748,34,17,9,106,4,8,9,1,9,15,0,0,0,1,27527,1.0,1.0,1.0,39.0,@gmail.com,Female,1,5
696,103553,34,36,97,65,1,1,2,0,0,0,0,0,0,1,27547,,1.0,0.0,39.0,@gmail.com,Male,6,6
697,104134,34,3,18,19,2,3,3,4,12,14,0,1,1,0,27555,,1.0,0.0,63.0,@yahoo.com,Female,1,2
698,104403,34,23,78,Never Checkout,0,2,2,0,0,0,0,0,0,0,27559,,1.0,0.0,38.0,@gmail.com,Male,0,0
699,105954,34,17,3,0,0,1,1,7,17,30,1,3,3,0,27581,,1.0,0.0,57.0,other,Female,16,33
700,106678,34,2,10,11,1,2,2,2,10,15,0,8,10,0,27592,1.0,1.0,2.0,23.0,@gmail.com,Female,28,58
701,107038,34,2,54,Never Checkout,4,10,19,0,0,2,0,0,0,1,27593,,1.0,0.0,58.0,@gmail.com,Male,0,0
702,107086,34,2,14,16,2,7,8,0,19,37,0,2,3,1,27596,,1.0,0.0,29.0,@gmail.com,Female,11,18
703,107230,34,4,22,45,1,2,9,0,6,25,0,0,2,0,27602,,1.0,0.0,22.0,@gmail.com,Male,8,25
704,107873,34,24,7,23,0,1,5,5,13,30,0,2,4,0,27609,,1.0,0.0,23.0,@gmail.com,Male,8,38
705,108249,34,53,4,2,0,0,2,12,19,47,4,4,11,0,27613,1.0,1.0,2.0,26.0,@gmail.com,Male,24,77
706,108480,34,65,21,105,0,0,0,0,2,3,0,0,0,0,27616,,1.0,0.0,20.0,@yahoo.com,Female,8,9
707,108635,34,64,13,19,0,0,0,3,32,49,0,2,3,0,27618,,1.0,0.0,19.0,@gmail.com,Female,5,9
708,108794,34,49,14,129,0,0,1,0,10,19,0,0,0,0,27619,,1.0,0.0,48.0,@gmail.com,Female,4,7
709,109392,58,50,21,57,0,0,1,1,4,40,0,0,2,0,27623,1.0,1.0,1.0,37.0,@gmail.com,Male,11,37
710,109615,34,43,53,195,0,0,2,0,0,4,0,0,0,0,27624,,1.0,0.0,22.0,@gmail.com,Female,0,4
711,109881,34,47,38,107,0,0,2,0,0,3,0,0,0,0,27625,,1.0,0.0,28.0,@gmail.com,Male,1,11
712,110963,34,2,10,32,1,6,7,10,23,42,0,0,1,0,27638,1.0,1.0,3.0,25.0,@gmail.com,Female,0,8
713,111132,34,4,3,1,3,12,17,22,58,110,2,4,13,1,27639,,1.0,0.0,57.0,@gmail.com,Male,46,65
714,111147,34,39,45,142,0,0,1,0,0,5,0,0,0,0,27640,,1.0,0.0,19.0,@gmail.com,Male,1,2
715,111992,34,22,8,18,0,1,1,1,23,39,0,3,5,0,27645,,1.0,0.0,58.0,@gmail.com,Male,18,42
716,112221,58,34,35,108,0,0,0,0,0,3,0,0,0,0,27649,,1.0,0.0,26.0,@gmail.com,Female,1,6
717,112539,34,35,41,214,1,1,1,0,0,2,0,0,0,0,27652,,1.0,0.0,19.0,@gmail.com,Male,0,14
718,112693,34,32,37,58,0,0,1,0,1,5,0,0,1,0,27653,,1.0,0.0,45.0,@yahoo.com,Male,5,16
719,113088,34,38,9,66,0,0,0,1,1,5,0,0,0,0,27657,,1.0,0.0,48.0,@gmail.com,Male,1,8
720,113459,34,7,37,321,4,10,10,0,1,3,0,0,0,1,27661,,1.0,0.0,64.0,@gmail.com,Male,0,1
721,114499,34,11,6,11,0,2,2,4,33,35,0,4,6,0,27668,,1.0,0.0,53.0,@yahoo.com,Male,24,53
722,115202,34,Never open,15,11,0,1,1,0,13,13,0,11,11,1,27680,,1.0,0.0,61.0,@gmail.com,Male,32,69
723,115318,34,Never open,23,21,0,0,0,0,6,6,0,1,1,0,27682,,1.0,0.0,34.0,@gmail.com,Female,3,23
724,115348,34,Never open,1,74,0,0,0,2,3,3,0,0,0,0,27683,,1.0,0.0,31.0,@yahoo.com,Female,3,3
725,115414,34,Never open,12,208,0,0,0,1,9,9,0,0,0,0,27686,1.0,1.0,2.0,28.0,@gmail.com,Male,0,2
726,115591,34,Never open,13,19,0,0,0,0,7,7,0,1,1,0,27691,1.0,1.0,1.0,29.0,@gmail.com,Female,0,6
727,115835,34,Never open,26,250,0,0,0,0,1,1,0,0,0,0,27695,,1.0,0.0,51.0,@yahoo.com,Female,0,4
728,115855,34,23,15,190,0,0,0,0,5,5,0,0,0,0,27697,,1.0,0.0,62.0,@gmail.com,Male,0,15
729,115943,34,Never open,22,246,0,0,0,0,4,4,0,0,0,0,27701,,1.0,0.0,55.0,@gmail.com,Male,0,5
730,116102,34,Never open,12,24,0,0,0,0,10,10,0,1,1,0,27706,,1.0,0.0,44.0,@yahoo.com,Male,3,3
731,116245,34,11,5,221,0,1,1,2,8,8,0,0,0,0,27709,,1.0,0.0,44.0,@gmail.com,Female,0,1
732,116332,34,Never open,11,14,0,0,0,3,8,8,0,3,3,0,27714,1.0,1.0,1.0,24.0,@gmail.com,Male,11,14
733,116366,34,Never open,23,208,0,0,0,0,1,1,0,0,0,0,27715,,1.0,0.0,62.0,@gmail.com,Female,0,8
734,116417,34,Never open,16,25,0,0,0,0,7,7,0,1,1,0,27716,,1.0,0.0,38.0,@gmail.com,Male,2,8
735,116477,58,Never open,2,152,0,0,0,3,5,5,0,0,0,0,27718,,1.0,0.0,58.0,@gmail.com,Female,1,4
736,116480,58,Never open,8,16,0,0,0,3,4,4,0,1,1,0,27719,,1.0,0.0,58.0,@gmail.com,Male,6,8
737,116594,34,17,13,205,0,0,0,0,13,13,0,0,0,0,27726,,1.0,0.0,40.0,@gmail.com,Male,0,3
738,116653,34,Never open,11,68,0,0,0,1,4,4,0,0,0,0,27729,1.0,1.0,2.0,60.0,@yahoo.com,Female,5,8
739,116717,34,Never open,21,82,0,0,0,0,1,1,0,0,0,0,27731,,1.0,0.0,51.0,@gmail.com,Female,3,8
740,116829,34,Never open,1,2,0,0,0,22,41,41,9,19,19,0,27734,,1.0,0.0,50.0,@gmail.com,Female,42,71
741,116840,34,Never open,21,218,0,0,0,0,1,1,0,0,0,0,27736,,1.0,0.0,18.0,@gmail.com,Female,0,2
742,117004,34,Never open,13,16,0,0,0,1,10,10,0,1,1,0,27738,1.0,1.0,1.0,25.0,@gmail.com,Female,9,11
743,117090,34,Never open,1,69,0,0,0,12,16,16,0,0,0,0,27741,1.0,1.0,4.0,38.0,@gmail.com,Female,5,6
744,117133,34,Never open,19,214,0,0,0,0,2,2,0,0,0,0,27743,,1.0,0.0,62.0,@yahoo.com,Male,0,2
745,117160,34,Never open,17,203,0,0,0,0,3,3,0,0,0,0,27745,,1.0,0.0,44.0,@gmail.com,Female,0,14
746,117341,34,4,8,20,2,2,2,3,9,9,0,1,1,0,27749,1.0,1.0,2.0,19.0,@gmail.com,Male,0,28
747,117748,34,14,14,15,0,0,0,2,5,5,0,1,1,0,27757,,1.0,0.0,61.0,@gmail.com,Male,0,14
748,117806,34,Never open,14,256,0,0,0,0,3,3,0,0,0,1,27760,1.0,1.0,2.0,27.0,@gmail.com,Female,0,1
749,117937,34,Never open,7,208,0,0,0,1,4,4,0,0,0,0,27764,1.0,1.0,1.0,17.0,@gmail.com,Male,0,3
750,118111,34,11,6,12,0,0,0,5,9,9,0,2,2,0,27774,,1.0,0.0,30.0,@gmail.com,Female,1,4
751,118177,34,Never open,13,114,0,0,0,0,1,1,0,0,0,0,27779,1.0,1.0,1.0,23.0,@gmail.com,Female,1,3
752,118254,34,Never open,5,19,0,0,0,5,9,9,0,2,2,0,27782,1.0,1.0,4.0,19.0,@gmail.com,Male,15,24
753,118342,34,Never open,3,2,0,0,0,12,16,16,2,4,4,0,27788,,1.0,0.0,60.0,@gmail.com,Male,17,20
754,118391,34,Never open,4,145,0,0,0,1,3,3,0,0,0,0,27789,1.0,1.0,2.0,29.0,@gmail.com,Female,1,4
755,118414,34,Never open,12,212,0,0,0,0,1,1,0,0,0,1,27790,1.0,1.0,1.0,46.0,@yahoo.com,Female,0,4
756,118418,34,Never open,6,1,0,0,0,6,7,7,3,5,5,0,27791,,1.0,0.0,39.0,@gmail.com,Male,11,16
757,118528,34,Never open,3,2,0,0,0,18,23,23,3,4,4,0,27795,1.0,1.0,1.0,24.0,@yahoo.com,Male,7,10
758,119296,34,5,7,71,0,0,0,2,2,2,0,0,0,1,27799,,1.0,0.0,23.0,@yahoo.com,Male,1,5
759,126806,34,11,1,65,0,1,5,0,0,0,0,0,0,0,27808,,1.0,0.0,63.0,@qq.com,Male,7,7
760,126936,34,17,3,190,0,1,2,0,0,0,0,0,0,0,27809,1.0,1.0,1.0,22.0,@gmail.com,Female,0,11
761,127168,34,Never open,10,221,0,0,0,0,0,0,0,0,0,0,27811,,1.0,0.0,19.0,@hotmail.com,Female,0,5
762,127201,34,328,1150,Never Checkout,0,0,0,0,0,0,0,0,0,0,27812,,1.0,0.0,33.0,@gmail.com,Female,0,0
763,127599,58,80,702,205,0,0,0,0,0,0,0,0,0,0,27815,,1.0,0.0,64.0,@yahoo.com,Female,0,13
764,903,54,12,4,0,0,2,4,8,13,36,2,8,22,0,27828,1.0,1.0,1.0,28.0,@gmail.com,Male,69,148
765,1229,54,Never open,3,0,0,0,0,10,10,10,5,5,5,0,27834,,1.0,0.0,62.0,@gmail.com,Male,6,18
766,1638,54,170,8,212,0,0,0,2,7,16,0,0,0,0,27842,1.0,1.0,2.0,40.0,@gmail.com,Female,0,4
767,1655,54,28,1,3,0,1,2,17,70,194,3,10,29,0,27843,1.0,1.0,2.0,27.0,@yahoo.com,Female,97,188
768,2695,54,72,6,246,0,0,0,1,2,5,0,0,0,0,27860,1.0,1.0,2.0,27.0,@gmail.com,Female,0,3
769,2709,54,4,1305,245,3,10,13,0,1,1,0,0,0,1,27861,,1.0,0.0,54.0,@gmail.com,Female,0,2
770,7691,54,42,31,200,0,0,1,0,0,1,0,0,0,0,27927,1.0,1.0,2.0,31.0,@yahoo.com,Female,0,15
771,9986,54,217,4,23,0,0,0,10,44,125,0,2,6,0,27954,,1.0,0.0,53.0,@yahoo.com,Female,17,38
772,11081,54,125,3,31,0,0,0,2,6,18,0,0,1,0,27975,1.0,1.0,2.0,24.0,@gmail.com,Female,6,10
773,15513,54,30,6,6,0,1,2,3,4,5,1,1,1,0,28060,1.0,1.0,1.0,33.0,@gmail.com,Female,0,4
774,16614,54,628,18,203,0,0,0,0,2,3,0,0,0,0,28082,,1.0,0.0,44.0,@gmail.com,Female,0,10
775,17458,54,7,15,194,0,1,1,0,5,14,0,0,0,0,28104,1.0,1.0,2.0,30.0,@gmail.com,Male,0,10
776,22980,54,247,2,16,0,0,0,10,39,68,0,3,9,0,28200,1.0,1.0,2.0,27.0,@yahoo.com,Female,30,53
