,customer_id,loyalty_tier_customer_facing,percentile_rank,Activity,Discount_Cluster,preferred_day,preferred_hour,preferred_category,Campaign
618,44154,Silver,56.55773420479303,Active,Occasional Discounter,Saturday,18.0,Men Clothes,Low Participation
619,45219,Gold,95.77342047930283,Active,Occasional Discounter,Saturday,9.0,Health & Beauty,Low Participation
620,45971,Classic,29.586056644880177,Inactive,Full Price Shopper,Wednesday,12.0,Baby & Toys,Low Participation
621,47425,Classic,36.77559912854031,Inactive,Full Price Shopper,Friday,15.0,Health & Beauty,Low Participation
622,47915,Gold,82.8322440087146,Active,Full Price Shopper,Saturday,7.0,Women Clothes,Low Participation
623,48667,Classic,1.6122004357298474,Inactive,Bargain Hunter,Saturday,7.0,Automotive,Low Participation
624,48693,Silver,91.54684095860567,Inactive,Full Price Shopper,Sunday,22.0,Men Clothes,Low Participation
625,48747,Classic,5.708061002178649,Inactive,Deal Seeker,Friday,15.0,Baby & Toys,Low Participation
626,49220,Classic,11.895424836601306,Inactive,Bargain Hunter,Wednesday,8.0,Men Clothes,Low Participation
627,50745,Platinum,92.24400871459694,Active,Full Price Shopper,Friday,8.0,Men Clothes,High Participation
628,52172,Classic,86.84095860566448,Inactive,Occasional Discounter,Friday,18.0,Automotive,Low Participation
629,53705,Classic,42.61437908496732,Active,Occasional Discounter,Monday,23.0,Baby & Toys,Low Participation
630,53954,Silver,76.38344226579521,Active,Full Price Shopper,Sunday,7.0,Health & Beauty,Low Participation
631,54877,Classic,43.311546840958606,Inactive,Full Price Shopper,Saturday,7.0,Women Clothes,Low Participation
632,56027,Gold,80.95860566448802,Active,Full Price Shopper,Saturday,8.0,Women Clothes,Low Participation
633,57396,Silver,62.87581699346405,Active,Full Price Shopper,Friday,7.0,Health & Beauty,Low Participation
634,58178,Silver,65.01089324618736,Active,Occasional Discounter,Friday,9.0,Women Clothes,Low Participation
635,59569,Gold,82.65795206971677,Active,Full Price Shopper,Thursday,7.0,Baby & Toys,Low Participation
636,60202,Classic,34.553376906318086,Inactive,Full Price Shopper,Saturday,1.0,Home & Living,Low Participation
637,62203,Silver,69.06318082788671,Inactive,Occasional Discounter,Friday,11.0,Health & Beauty,Low Participation
638,62653,Classic,2.3529411764705883,Inactive,Deal Seeker,Friday,7.0,Health & Beauty,Low Participation
639,62657,Silver,66.62309368191721,Inactive,Occasional Discounter,Friday,9.0,Women Clothes,Low Participation
640,65089,Platinum,91.89542483660131,Active,Occasional Discounter,Sunday,9.0,Health & Beauty,Low Participation
641,66077,Classic,28.017429193899783,Inactive,Full Price Shopper,Tuesday,17.0,Men Clothes,Low Participation
642,67462,Classic,37.21132897603486,Inactive,Occasional Discounter,Sunday,7.0,Groceries & Pets,Low Participation
643,67530,Classic,64.83660130718954,Inactive,Occasional Discounter,Saturday,7.0,Groceries & Pets,Low Participation
644,67847,Silver,74.7276688453159,Active,Occasional Discounter,Saturday,7.0,Women Clothes,Low Participation
645,70098,Platinum,96.25272331154684,Active,Full Price Shopper,Sunday,8.0,Women Clothes,High Participation
646,70204,Platinum,93.50762527233115,Active,Full Price Shopper,Sunday,8.0,Men Clothes,Low Participation
647,70866,Platinum,94.64052287581698,Active,Full Price Shopper,Sunday,8.0,Men Clothes,High Participation
648,71148,Gold,86.27450980392157,Active,Full Price Shopper,Friday,7.0,Men Clothes,Low Participation
649,71361,Classic,28.845315904139433,Inactive,Occasional Discounter,Sunday,7.0,Men Clothes,Low Participation
650,71497,Silver,74.94553376906318,Inactive,Full Price Shopper,Friday,8.0,Men Clothes,Low Participation
651,72731,Classic,39.82570806100218,Active,Full Price Shopper,Saturday,18.0,Automotive,Low Participation
652,72802,Silver,57.29847494553377,Active,Full Price Shopper,Saturday,15.0,Automotive,Low Participation
653,73334,Classic,33.11546840958606,Inactive,Full Price Shopper,Tuesday,8.0,Baby & Toys,Low Participation
654,73702,Classic,39.869281045751634,Active,Full Price Shopper,Tuesday,21.0,Baby & Toys,Low Participation
655,74112,Classic,22.178649237472765,Inactive,Full Price Shopper,Sunday,12.0,Men Clothes,Low Participation
656,74319,Classic,47.930283224400874,Inactive,Full Price Shopper,Saturday,22.0,Women Clothes,Low Participation
657,74913,Classic,43.66013071895425,Inactive,Full Price Shopper,Sunday,8.0,Health & Beauty,Low Participation
658,74940,Platinum,95.55555555555556,Active,Full Price Shopper,Friday,9.0,Men Clothes,High Participation
659,76630,Gold,94.33551198257081,Active,Occasional Discounter,Friday,8.0,Health & Beauty,Low Participation
660,78992,Classic,31.546840958605664,Inactive,Full Price Shopper,Friday,8.0,Women Clothes,Low Participation
661,79428,Silver,57.385620915032675,Active,Occasional Discounter,Saturday,15.0,Men Clothes,Low Participation
662,80025,Silver,82.35294117647058,Inactive,Occasional Discounter,Monday,20.0,Health & Beauty,Low Participation
663,80087,Classic,8.627450980392156,Inactive,Full Price Shopper,Sunday,8.0,Groceries & Pets,Low Participation
664,80586,Classic,66.57952069716777,Inactive,Occasional Discounter,Friday,4.0,Baby & Toys,Low Participation
665,81017,Classic,68.84531590413944,Inactive,Occasional Discounter,Thursday,15.0,Watches,Low Participation
666,81879,Classic,13.4640522875817,Inactive,Occasional Discounter,Monday,4.0,Health & Beauty,Low Participation
667,82056,Classic,82.09150326797385,Inactive,Occasional Discounter,Friday,18.0,Automotive,Low Participation
668,83196,Classic,21.612200435729847,Inactive,Occasional Discounter,Friday,15.0,Baby & Toys,Low Participation
669,83986,Silver,81.43790849673202,Active,Occasional Discounter,Friday,7.0,Health & Beauty,Low Participation
670,84960,Silver,59.95642701525055,Inactive,Occasional Discounter,Sunday,8.0,Mobile & Accessories,Low Participation
671,84977,Silver,71.41612200435729,Active,Full Price Shopper,Friday,8.0,Health & Beauty,Low Participation
672,85992,Silver,67.27668845315904,Active,Full Price Shopper,Friday,22.0,Men Clothes,Low Participation
673,86225,Classic,50.02178649237473,Active,Full Price Shopper,Sunday,8.0,Automotive,Low Participation
674,86521,Platinum,94.81481481481482,Active,Full Price Shopper,Sunday,7.0,Women Clothes,High Participation
675,86590,Silver,60.348583877995644,Inactive,Occasional Discounter,Friday,15.0,Baby & Toys,Low Participation
676,87504,Silver,58.73638344226579,Inactive,Occasional Discounter,Saturday,20.0,Groceries & Pets,Low Participation
677,87924,Classic,10.893246187363834,Inactive,Full Price Shopper,Saturday,9.0,Home & Living,Low Participation
678,88150,Classic,2.2222222222222223,Inactive,Bargain Hunter,Sunday,15.0,Women Clothes,Low Participation
679,88841,Classic,94.90196078431372,Inactive,Bargain Hunter,Monday,4.0,Computer & Accessories,Low Participation
680,88942,Classic,0.0,Inactive,,,,,Low Participation
681,89316,Classic,39.34640522875817,Inactive,Full Price Shopper,Saturday,12.0,Mobile & Accessories,Low Participation
682,91097,Classic,55.99128540305011,Active,Occasional Discounter,Saturday,8.0,Men Clothes,Low Participation
683,93500,Classic,52.28758169934641,Inactive,Full Price Shopper,Sunday,6.0,Home & Living,Low Participation
684,94736,Silver,68.32244008714598,Active,Full Price Shopper,Friday,7.0,Baby & Toys,Low Participation
685,97017,Classic,15.076252723311548,Inactive,Occasional Discounter,Sunday,7.0,Women Clothes,Low Participation
686,97718,Classic,3.8344226579520697,Inactive,Bargain Hunter,Sunday,11.0,Baby & Toys,Low Participation
687,97930,Classic,69.01960784313725,Inactive,Occasional Discounter,Tuesday,14.0,Home Appliances,Low Participation
688,98468,Classic,0.0,Inactive,,,,,Low Participation
689,100301,Silver,70.67538126361656,Inactive,Full Price Shopper,Sunday,8.0,Health & Beauty,Low Participation
690,100885,Platinum,97.21132897603486,Active,Occasional Discounter,Sunday,7.0,Men Clothes,High Participation
691,101203,Gold,88.54030501089325,Active,Full Price Shopper,Saturday,8.0,Men Clothes,High Participation
692,101225,Classic,18.736383442265794,Inactive,Bargain Hunter,Friday,7.0,Health & Beauty,Low Participation
693,101408,Classic,25.533769063180827,Inactive,Full Price Shopper,Friday,7.0,Computer & Accessories,Low Participation
694,101732,Silver,60.78431372549019,Active,Full Price Shopper,Friday,8.0,Health & Beauty,Low Participation
695,101748,Classic,22.35294117647059,Inactive,Full Price Shopper,Monday,9.0,Men Clothes,Low Participation
696,103553,Classic,32.02614379084967,Inactive,Full Price Shopper,Friday,19.0,Men Clothes,Low Participation
697,104134,Classic,24.226579520697168,Active,Bargain Hunter,Friday,7.0,Men's Bags & Wallets,Low Participation
698,104403,Classic,0.0,Inactive,,,,,Low Participation
699,105954,Silver,73.11546840958606,Active,Occasional Discounter,Saturday,9.0,Home Appliances,Low Participation
700,106678,Gold,88.10457516339869,Active,Full Price Shopper,Thursday,9.0,Men Clothes,High Participation
701,107038,Classic,0.0,Inactive,,,,,Low Participation
702,107086,Silver,82.0479302832244,Active,Full Price Shopper,Sunday,7.0,Mobile & Accessories,Low Participation
703,107230,Gold,81.61220043572985,Active,Full Price Shopper,Friday,7.0,Men Clothes,Low Participation
704,107873,Silver,64.0958605664488,Active,Full Price Shopper,Sunday,9.0,Sports & Outdoor,Low Participation
705,108249,Gold,85.2723311546841,Active,Full Price Shopper,Sunday,8.0,Health & Beauty,High Participation
706,108480,Classic,42.87581699346405,Inactive,Occasional Discounter,Friday,7.0,Health & Beauty,Low Participation
707,108635,Classic,46.40522875816993,Active,Full Price Shopper,Sunday,8.0,Health & Beauty,Low Participation
708,108794,Classic,22.832244008714596,Inactive,Occasional Discounter,Saturday,7.0,Automotive,Low Participation
709,109392,Silver,65.70806100217865,Active,Occasional Discounter,Sunday,18.0,Health & Beauty,Low Participation
710,109615,Classic,6.056644880174292,Inactive,Occasional Discounter,Wednesday,7.0,Home & Living,Low Participation
711,109881,Classic,26.405228758169937,Inactive,Occasional Discounter,Friday,4.0,Mobile & Accessories,Low Participation
712,110963,Classic,22.265795206971678,Active,Full Price Shopper,Friday,14.0,Health & Beauty,Low Participation
713,111132,Gold,84.61873638344227,Active,Full Price Shopper,Friday,7.0,Men Clothes,Low Participation
714,111147,Classic,12.679738562091503,Inactive,Bargain Hunter,Friday,1.0,Men's Bags & Wallets,Low Participation
715,111992,Gold,88.97603485838779,Active,Full Price Shopper,Friday,15.0,Health & Beauty,Low Participation
716,112221,Classic,84.9673202614379,Inactive,Bargain Hunter,Saturday,7.0,Women Clothes,Low Participation
717,112539,Silver,51.546840958605664,Inactive,Occasional Discounter,Friday,9.0,Mobile & Accessories,Low Participation
718,112693,Silver,63.31154684095861,Active,Full Price Shopper,Sunday,14.0,Men Clothes,Low Participation
719,113088,Classic,47.66884531590414,Inactive,Full Price Shopper,Sunday,15.0,Cameras & Drones,Low Participation
720,113459,Classic,7.821350762527233,Inactive,Deal Seeker,Wednesday,21.0,Women's Bags,Low Participation
721,114499,Silver,67.7995642701525,Active,Full Price Shopper,Sunday,12.0,Men Clothes,Low Participation
722,115202,Gold,83.7037037037037,Active,Full Price Shopper,Sunday,9.0,Health & Beauty,High Participation
723,115318,Gold,88.23529411764706,Active,Occasional Discounter,Friday,9.0,Men Clothes,Low Participation
724,115348,Classic,6.143790849673202,Inactive,Bargain Hunter,Friday,6.0,Home Appliances,Low Participation
725,115414,Classic,24.095860566448803,Inactive,Occasional Discounter,Thursday,8.0,Baby & Toys,Low Participation
726,115591,Classic,44.79302832244009,Active,Full Price Shopper,Thursday,5.0,Computer & Accessories,Low Participation
727,115835,Classic,21.13289760348584,Inactive,Deal Seeker,Friday,8.0,Health & Beauty,Low Participation
728,115855,Silver,76.29629629629629,Inactive,Occasional Discounter,Saturday,9.0,Health & Beauty,Low Participation
729,115943,Classic,31.851851851851855,Inactive,Full Price Shopper,Monday,23.0,Mobile & Accessories,Low Participation
730,116102,Classic,23.224400871459693,Active,Occasional Discounter,Friday,8.0,Home & Living,Low Participation
731,116245,Classic,0.34858387799564267,Inactive,Deal Seeker,Friday,9.0,Baby & Toys,Low Participation
732,116332,Classic,45.05446623093682,Active,Full Price Shopper,Monday,7.0,Health & Beauty,Low Participation
733,116366,Classic,54.291938997821354,Inactive,Bargain Hunter,Friday,8.0,Health & Beauty,Low Participation
734,116417,Classic,37.47276688453159,Active,Full Price Shopper,Friday,13.0,Automotive,Low Participation
735,116477,Classic,26.666666666666668,Inactive,Full Price Shopper,Wednesday,12.0,Groceries & Pets,Low Participation
736,116480,Classic,81.83006535947712,Active,Bargain Hunter,Sunday,9.0,Cameras & Drones,Low Participation
737,116594,Classic,35.5119825708061,Inactive,Deal Seeker,Sunday,7.0,Health & Beauty,Low Participation
738,116653,Classic,28.67102396514161,Inactive,Full Price Shopper,Wednesday,18.0,Men Clothes,Low Participation
739,116717,Classic,49.58605664488017,Inactive,Full Price Shopper,Saturday,8.0,Home & Living,Low Participation
740,116829,Gold,81.96078431372548,Active,Full Price Shopper,Sunday,9.0,Women Clothes,Low Participation
741,116840,Classic,23.52941176470588,Inactive,Occasional Discounter,Monday,1.0,Groceries & Pets,Low Participation
742,117004,Classic,40.348583877995644,Active,Occasional Discounter,Saturday,18.0,Men Clothes,Low Participation
743,117090,Classic,24.00871459694989,Inactive,Full Price Shopper,Sunday,15.0,Automotive,Low Participation
744,117133,Classic,13.420479302832245,Inactive,Occasional Discounter,Friday,21.0,Home & Living,Low Participation
745,117160,Silver,78.91067538126362,Inactive,Full Price Shopper,Sunday,7.0,Health & Beauty,Low Participation
746,117341,Silver,72.06971677559912,Active,Full Price Shopper,Saturday,18.0,Men Clothes,Low Participation
747,117748,Silver,65.79520697167756,Active,Full Price Shopper,Friday,0.0,Automotive,Low Participation
748,117806,Classic,1.8736383442265796,Inactive,Deal Seeker,Friday,13.0,Women Clothes,Low Participation
749,117937,Classic,6.666666666666667,Inactive,Bargain Hunter,Thursday,5.0,Men Clothes,Low Participation
750,118111,Classic,14.858387799564271,Active,Deal Seeker,Monday,7.0,Men Clothes,Low Participation
751,118177,Classic,6.579520697167757,Inactive,Occasional Discounter,Friday,8.0,Cameras & Drones,Low Participation
752,118254,Silver,64.40087145969498,Active,Occasional Discounter,Saturday,8.0,Women Clothes,Low Participation
753,118342,Classic,49.45533769063181,Active,Occasional Discounter,Tuesday,8.0,Health & Beauty,Low Participation
754,118391,Classic,54.074074074074076,Inactive,Bargain Hunter,Thursday,15.0,Health & Beauty,Low Participation
755,118414,Classic,63.921568627450974,Inactive,Full Price Shopper,Friday,14.0,Cameras & Drones,Low Participation
756,118418,Classic,44.44444444444444,Active,Full Price Shopper,Wednesday,7.0,Groceries & Pets,Low Participation
757,118528,Classic,44.270152505446625,Active,Bargain Hunter,Sunday,8.0,Computer & Accessories,Low Participation
758,119296,Classic,47.32026143790849,Inactive,Bargain Hunter,Saturday,9.0,Health & Beauty,Low Participation
759,126806,Classic,34.074074074074076,Inactive,Full Price Shopper,Sunday,20.0,Health & Beauty,Low Participation
760,126936,Classic,47.49455337690632,Inactive,Full Price Shopper,Friday,7.0,Automotive,Low Participation
761,127168,Classic,24.836601307189543,Inactive,Deal Seeker,Friday,8.0,Men Clothes,Low Participation
762,127201,Classic,0.0,Inactive,,,,,Low Participation
763,127599,Silver,67.2331154684096,Inactive,Bargain Hunter,Sunday,9.0,Home & Living,Low Participation
764,903,Platinum,94.85838779956427,Active,Full Price Shopper,Sunday,8.0,Men Clothes,High Participation
765,1229,Silver,63.267973856209146,Active,Full Price Shopper,Friday,13.0,Health & Beauty,Low Participation
766,1638,Classic,37.60348583877995,Inactive,Full Price Shopper,Friday,3.0,Baby & Toys,Low Participation
767,1655,Platinum,94.59694989106754,Active,Full Price Shopper,Friday,8.0,Men Clothes,High Participation
768,2695,Classic,78.60566448801742,Inactive,Deal Seeker,Monday,9.0,Cameras & Drones,Low Participation
769,2709,Classic,5.446623093681917,Inactive,Full Price Shopper,Sunday,15.0,Health & Beauty,Low Participation
770,7691,Classic,42.4400871459695,Inactive,Occasional Discounter,Saturday,9.0,Health & Beauty,Low Participation
771,9986,Silver,71.45969498910677,Active,Occasional Discounter,Saturday,18.0,Women Clothes,Low Participation
772,11081,Classic,89.76034858387798,Active,Deal Seeker,Sunday,8.0,Groceries & Pets,Low Participation
773,15513,Classic,13.159041394335514,Active,Occasional Discounter,Saturday,7.0,Baby & Toys,Low Participation
774,16614,Classic,54.16122004357299,Inactive,Full Price Shopper,Friday,7.0,Groceries & Pets,Low Participation
775,17458,Classic,49.629629629629626,Inactive,Occasional Discounter,Friday,8.0,Mobile & Accessories,Low Participation
776,22980,Gold,88.27886710239652,Active,Occasional Discounter,Sunday,7.0,Men Clothes,Low Participation
777,24528,Silver,75.72984749455338,Inactive,Bargain Hunter,Sunday,7.0,Home & Living,Low Participation
778,24812,Silver,62.00435729847494,Active,Occasional Discounter,Monday,9.0,Health & Beauty,Low Participation
779,24817,Gold,76.6013071895425,Inactive,Full Price Shopper,Friday,21.0,Mobile & Accessories,Low Participation
780,25438,Platinum,96.16557734204792,Active,Full Price Shopper,Sunday,7.0,Men Clothes,High Participation
781,26595,Gold,83.2244008714597,Active,Occasional Discounter,Friday,8.0,Health & Beauty,Low Participation
782,27464,Classic,26.623093681917208,Inactive,Full Price Shopper,Sunday,7.0,Baby & Toys,Low Participation
783,28974,Silver,70.1525054466231,Active,Full Price Shopper,Saturday,8.0,Baby & Toys,Low Participation
784,30078,Classic,38.344226579520694,Active,Occasional Discounter,Saturday,18.0,Women Clothes,Low Participation
785,30096,Gold,88.36601307189542,Active,Full Price Shopper,Friday,23.0,Health & Beauty,Low Participation
786,30184,Silver,70.89324618736383,Active,Occasional Discounter,Friday,9.0,Mobile & Accessories,Low Participation
787,30567,Classic,0.39215686274509803,Inactive,Bargain Hunter,Saturday,12.0,Baby & Toys,Low Participation
788,31640,Silver,73.72549019607844,Active,Full Price Shopper,Friday,9.0,Men Clothes,Low Participation
789,31939,Classic,36.07843137254902,Inactive,Occasional Discounter,Saturday,13.0,Home & Living,Low Participation
790,32265,Classic,30.45751633986928,Active,Full Price Shopper,Friday,7.0,Automotive,Low Participation
791,33198,Silver,71.89542483660131,Active,Occasional Discounter,Saturday,8.0,Health & Beauty,Low Participation
792,33722,Gold,86.79738562091504,Active,Full Price Shopper,Sunday,15.0,Health & Beauty,Low Participation
793,33730,Gold,75.9041394335512,Active,Occasional Discounter,Sunday,7.0,Men Clothes,Low Participation
794,36113,Classic,47.18954248366013,Active,Occasional Discounter,Saturday,8.0,Baby & Toys,Low Participation
795,36296,Classic,11.198257080610022,Inactive,Full Price Shopper,Sunday,8.0,Baby & Toys,Low Participation
796,37099,Classic,48.148148148148145,Inactive,Full Price Shopper,Saturday,8.0,Health & Beauty,Low Participation
797,37285,Gold,87.93028322440087,Active,Full Price Shopper,Friday,7.0,Mobile & Accessories,Low Participation
798,37566,Gold,77.29847494553377,Active,Occasional Discounter,Tuesday,7.0,Men Clothes,Low Participation
799,38247,Classic,8.88888888888889,Inactive,Bargain Hunter,Wednesday,8.0,Mobile & Accessories,Low Participation
800,38529,Silver,50.588235294117645,Inactive,Full Price Shopper,Saturday,6.0,Health & Beauty,Low Participation
801,39159,Silver,80.34858387799564,Active,Full Price Shopper,Monday,7.0,Mobile & Accessories,Low Participation
802,39194,Classic,27.625272331154683,Inactive,Deal Seeker,Monday,7.0,Mobile & Accessories,Low Participation
803,41258,Classic,2.091503267973856,Inactive,Full Price Shopper,Friday,8.0,Mobile & Accessories,Low Participation
804,41540,Gold,84.44444444444444,Active,Full Price Shopper,Sunday,9.0,Men Clothes,Low Participation
805,43090,Gold,94.16122004357298,Active,Full Price Shopper,Friday,8.0,Health & Beauty,Low Participation
806,44980,Platinum,99.30283224400871,Active,Full Price Shopper,Friday,7.0,Men Clothes,High Participation
807,45318,Classic,13.28976034858388,Inactive,Deal Seeker,Monday,7.0,Women Clothes,Low Participation
808,45767,Platinum,95.86056644880175,Active,Occasional Discounter,Sunday,7.0,Men Clothes,High Participation
809,46393,Classic,20.806100217864923,Inactive,Occasional Discounter,Saturday,0.0,Computer & Accessories,Low Participation
810,48056,Classic,36.86274509803922,Inactive,Full Price Shopper,Friday,1.0,Baby & Toys,Low Participation
811,48330,Classic,41.22004357298475,Inactive,Full Price Shopper,Tuesday,8.0,Health & Beauty,Low Participation
812,48677,Classic,47.712418300653596,Inactive,Occasional Discounter,Sunday,7.0,Men Clothes,Low Participation
813,49584,Classic,32.15686274509804,Inactive,Bargain Hunter,Friday,15.0,Automotive,Low Participation
814,51722,Classic,0.19607843137254902,Inactive,Bargain Hunter,Sunday,19.0,Health & Beauty,Low Participation
815,51738,Gold,83.92156862745098,Active,Occasional Discounter,Friday,9.0,Mobile & Accessories,Low Participation
816,52686,Classic,3.3986928104575163,Inactive,Occasional Discounter,Friday,12.0,Health & Beauty,Low Participation
817,53863,Classic,13.246187363834421,Inactive,Deal Seeker,Friday,7.0,Groceries & Pets,Low Participation
818,54064,Silver,79.34640522875817,Inactive,Occasional Discounter,Monday,18.0,Women Clothes,Low Participation
819,54601,Classic,7.320261437908497,Active,Bargain Hunter,Wednesday,14.0,Women Clothes,Low Participation
820,56237,Classic,39.128540305010894,Inactive,Full Price Shopper,Saturday,23.0,Health & Beauty,Low Participation
821,56873,Classic,21.002178649237475,Inactive,Occasional Discounter,Sunday,9.0,Automotive,Low Participation
822,58049,Classic,25.838779956427015,Inactive,Full Price Shopper,Friday,5.0,Health & Beauty,Low Participation
823,58116,Classic,20.47930283224401,Inactive,Bargain Hunter,Saturday,7.0,Baby & Toys,Low Participation
824,58374,Classic,20.566448801742922,Inactive,Deal Seeker,Monday,13.0,Groceries & Pets,Low Participation
825,58672,Classic,55.5119825708061,Active,Occasional Discounter,Friday,9.0,Home & Living,Low Participation
826,60576,Classic,34.20479302832244,Inactive,Full Price Shopper,Friday,14.0,Health & Beauty,Low Participation
827,61218,Silver,77.21132897603485,Active,Occasional Discounter,Monday,6.0,Health & Beauty,Low Participation
828,61329,Platinum,96.60130718954248,Active,Full Price Shopper,Sunday,7.0,Health & Beauty,High Participation
829,61507,Gold,83.13725490196079,Active,Occasional Discounter,Saturday,8.0,Women Clothes,Low Participation
830,61984,Platinum,96.47058823529412,Active,Full Price Shopper,Sunday,9.0,Health & Beauty,High Participation
831,62441,Classic,0.19607843137254902,Inactive,Bargain Hunter,Sunday,14.0,Health & Beauty,Low Participation
832,62494,Classic,20.305010893246187,Inactive,Full Price Shopper,Saturday,8.0,Men Clothes,Low Participation
833,62562,Silver,53.50762527233115,Inactive,Full Price Shopper,Sunday,8.0,Health & Beauty,Low Participation
834,62769,Classic,3.355119825708061,Inactive,Full Price Shopper,Sunday,9.0,"Games, Books & Hobbies",Low Participation
835,62774,Classic,14.77124183006536,Inactive,Bargain Hunter,Wednesday,22.0,Women Clothes,Low Participation
836,62987,Gold,80.3921568627451,Active,Occasional Discounter,Sunday,7.0,Men Clothes,Low Participation
837,62998,Classic,25.14161220043573,Inactive,Occasional Discounter,Friday,4.0,Cameras & Drones,Low Participation
838,63010,Classic,75.07625272331154,Active,Bargain Hunter,Sunday,9.0,Baby & Toys,Low Participation
839,63336,Classic,14.814814814814813,Inactive,Bargain Hunter,Friday,4.0,Men Clothes,Low Participation
840,64032,Classic,36.993464052287585,Inactive,Occasional Discounter,Friday,7.0,Mobile & Accessories,Low Participation
841,64190,Classic,23.18082788671024,Inactive,Full Price Shopper,Monday,7.0,Health & Beauty,Low Participation
842,64422,Silver,78.86710239651417,Active,Full Price Shopper,Sunday,7.0,Men Clothes,Low Participation
843,65235,Silver,86.5359477124183,Active,Occasional Discounter,Sunday,14.0,Men Clothes,Low Participation
844,65614,Classic,2.4836601307189543,Inactive,Occasional Discounter,Sunday,5.0,Baby & Toys,Low Participation
845,66308,Classic,37.690631808278866,Inactive,Full Price Shopper,Sunday,8.0,Men Clothes,Low Participation
846,66531,Silver,59.433551198257085,Active,Bargain Hunter,Sunday,17.0,Health & Beauty,Low Participation
847,67012,Classic,48.01742919389978,Inactive,Full Price Shopper,Friday,21.0,Baby & Toys,Low Participation
848,67318,Classic,41.568627450980394,Inactive,Full Price Shopper,Friday,7.0,Men Clothes,Low Participation
849,67866,Silver,58.64923747276688,Inactive,Full Price Shopper,Tuesday,9.0,Automotive,Low Participation
850,68015,Silver,78.64923747276688,Inactive,Full Price Shopper,Monday,8.0,Health & Beauty,Low Participation
851,68639,Classic,10.762527233115469,Inactive,Occasional Discounter,Sunday,8.0,"Games, Books & Hobbies",Low Participation
852,68962,Silver,81.26361655773421,Active,Full Price Shopper,Friday,7.0,Men Clothes,Low Participation
853,69034,Classic,35.947712418300654,Inactive,Full Price Shopper,Saturday,11.0,Automotive,Low Participation
854,71474,Silver,54.509803921568626,Active,Full Price Shopper,Sunday,7.0,Baby & Toys,Low Participation
855,72992,Classic,47.75599128540305,Inactive,Full Price Shopper,Saturday,12.0,Men Clothes,Low Participation
856,73095,Classic,27.538126361655774,Inactive,Deal Seeker,Sunday,9.0,Health & Beauty,Low Participation
857,73433,Classic,48.191721132897605,Active,Full Price Shopper,Sunday,20.0,Women Clothes,Low Participation
858,73552,Classic,70.98039215686275,Inactive,Bargain Hunter,Tuesday,7.0,Home & Living,Low Participation
859,73783,Platinum,99.95642701525055,Active,Full Price Shopper,Sunday,7.0,Health & Beauty,High Participation
860,74692,Silver,53.11546840958605,Active,Full Price Shopper,Saturday,13.0,Women Clothes,Low Participation
861,75697,Classic,15.250544662309368,Inactive,Occasional Discounter,Friday,8.0,Health & Beauty,Low Participation
862,76018,Classic,39.17211328976035,Inactive,Bargain Hunter,Friday,9.0,Women Clothes,Low Participation
863,76358,Gold,77.34204793028321,Active,Full Price Shopper,Friday,22.0,Automotive,Low Participation
864,76521,Gold,86.71023965141612,Active,Full Price Shopper,Friday,7.0,Health & Beauty,Low Participation
865,76689,Classic,17.603485838779957,Inactive,Bargain Hunter,Tuesday,22.0,Health & Beauty,Low Participation
866,77123,Classic,10.326797385620914,Active,Full Price Shopper,Saturday,7.0,Cameras & Drones,Low Participation
867,77188,Classic,45.22875816993464,Active,Occasional Discounter,Saturday,14.0,Men Clothes,Low Participation
868,77461,Classic,32.113289760348586,Inactive,Deal Seeker,Saturday,7.0,Sports & Outdoor,Low Participation
869,77727,Classic,19.477124183006538,Inactive,Deal Seeker,Monday,9.0,Baby & Toys,Low Participation
870,77907,Silver,83.83442265795208,Active,Occasional Discounter,Sunday,8.0,Men Clothes,Low Participation
871,78428,Classic,31.372549019607842,Inactive,Occasional Discounter,Friday,9.0,Automotive,Low Participation
872,78594,Classic,32.24400871459695,Active,Bargain Hunter,Saturday,7.0,Groceries & Pets,Low Participation
873,78777,Platinum,98.21350762527233,Active,Full Price Shopper,Friday,7.0,Women Clothes,High Participation
874,79267,Classic,69.62962962962963,Inactive,Occasional Discounter,Monday,8.0,Home Appliances,Low Participation
875,79483,Classic,21.176470588235293,Inactive,Full Price Shopper,Friday,7.0,Women Clothes,Low Participation
876,80050,Platinum,91.45969498910675,Active,Full Price Shopper,Saturday,7.0,Health & Beauty,High Participation
877,80799,Classic,51.59041394335512,Inactive,Deal Seeker,Friday,8.0,Groceries & Pets,Low Participation
878,81345,Classic,71.98257080610023,Inactive,Occasional Discounter,Thursday,13.0,"Games, Books & Hobbies",Low Participation
879,81418,Silver,58.126361655773415,Active,Full Price Shopper,Saturday,8.0,Mobile & Accessories,Low Participation
880,82253,Classic,6.2745098039215685,Inactive,Occasional Discounter,Friday,16.0,Gaming & Consoles,Low Participation
881,82679,Classic,17.82135076252723,Inactive,Occasional Discounter,Saturday,8.0,Automotive,Low Participation
882,84295,Silver,63.52941176470588,Inactive,Full Price Shopper,Wednesday,7.0,Home & Living,Low Participation
883,84393,Classic,92.02614379084967,Inactive,Occasional Discounter,Friday,7.0,Women Clothes,Low Participation
884,84499,Silver,77.51633986928105,Active,Full Price Shopper,Friday,7.0,Home Appliances,Low Participation
885,84834,Platinum,97.77777777777777,Active,Full Price Shopper,Sunday,8.0,Health & Beauty,High Participation
