,customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment,Segment_Code,RFM_Kmeans_Clusters,Kmeans_Cluster_Name
601,54582,130,7.545278479218815,161.2745795229358,2,2,2,6,need_attention,4,1,At-Risk Customers
602,54589,206,8.338558915380187,390.5616733577402,1,2,3,6,need_attention,4,4,Need Attention
603,54601,6,6.807564251981699,9.483698019547218,4,2,1,7,need_attention,4,6,Promissing
604,54644,62,5.618111526143312,70.6754679858928,3,2,2,7,need_attention,4,1,At-Risk Customers
605,54649,267,0.9294700765605106,1.8698349810913426,1,1,1,3,almost_lost,0,0,Hibernating
606,54686,29,8.643689728604993,1908.5251770119564,3,2,4,9,promising,5,6,Promissing
607,54698,70,4.73066166312482,65.50251800010346,2,2,2,6,need_attention,4,1,At-Risk Customers
608,54877,70,8.66203513755295,157.24698049114792,2,2,2,6,need_attention,4,1,At-Risk Customers
609,54977,0,28.939516024855124,957.8074875868025,4,4,4,12,champion,1,6,Promissing
610,55060,14,38.06246342998847,777.7610316929831,4,4,3,11,loyal_customer,3,6,Promissing
611,55091,39,19.633126683163443,723.8576462236394,3,3,3,9,promising,5,6,Promissing
612,55093,43,27.976157248007013,266.2841174117053,3,4,3,10,loyal_customer,3,6,Promissing
613,55183,9,3.841233282908668,135.76314355803115,4,1,2,7,need_attention,4,6,Promissing
614,55255,73,7.694998164982957,112.86790335616635,2,2,2,6,need_attention,4,1,At-Risk Customers
615,55274,266,2.7576171906345284,106.92849197742221,1,1,2,4,hibernating,2,0,Hibernating
616,55317,6,11.197664843057371,3673.4900133869255,4,3,4,11,loyal_customer,3,6,Promissing
617,55323,143,15.869921332393604,391.0417815924559,2,3,3,8,promising,5,4,Need Attention
618,55324,1,58.07519979128872,1617.438571735132,4,4,4,12,champion,1,6,Promissing
619,55390,59,4.73897062745528,133.2463880348684,3,2,2,7,need_attention,4,1,At-Risk Customers
620,55597,185,4.6533935261063935,223.25114603113357,2,2,3,7,need_attention,4,4,Need Attention
621,55641,301,4.574921089311042,53.17393196357396,1,1,1,3,almost_lost,0,0,Hibernating
622,55668,76,9.483980542359623,704.1188390385452,2,3,3,8,promising,5,1,At-Risk Customers
623,55771,4,289.66082145376396,12071.690417044936,4,4,4,12,champion,1,5,Promissing
624,55776,102,3.8063483351379355,27.504207862302685,2,1,1,4,hibernating,2,1,At-Risk Customers
625,55798,2,15.889340238153718,285.516690494836,4,3,3,10,loyal_customer,3,6,Promissing
626,55835,223,0.9407409006209492,0.5214652567297036,1,1,1,3,almost_lost,0,4,Need Attention
627,55883,237,3.705206031773653,14.158317198841159,1,1,1,3,almost_lost,0,4,Need Attention
628,56027,11,56.869735058797794,1455.9095801827323,4,4,4,12,champion,1,6,Promissing
629,56101,122,7.458977472180985,204.0636676470062,2,2,2,6,need_attention,4,1,At-Risk Customers
630,56199,140,6.553090950398154,1191.4332445852272,2,2,4,8,promising,5,1,At-Risk Customers
631,56217,12,41.67359631729308,587.876139899183,4,4,3,11,loyal_customer,3,6,Promissing
632,56237,217,4.649078813717304,122.53296434243637,1,2,2,5,hibernating,2,4,Need Attention
633,56352,61,7.6206738639071006,705.9530530151623,3,2,3,8,promising,5,1,At-Risk Customers
634,56411,189,11.129031349584803,376.0236169643711,2,3,3,8,promising,5,4,Need Attention
635,56653,14,62.73077410637472,3073.52960497325,4,4,4,12,champion,1,6,Promissing
636,56675,205,10.171145308192736,853.0450987738325,1,3,3,7,need_attention,4,4,Need Attention
637,56704,149,4.634756601112792,646.8078190153132,2,2,3,7,need_attention,4,4,Need Attention
638,56754,228,0.9394532729859494,3.4814286176834672,1,1,1,3,almost_lost,0,4,Need Attention
639,56796,208,3.7084500615219587,122.85278860322029,1,1,2,4,hibernating,2,4,Need Attention
640,56873,205,3.721343822628919,41.929968061693216,1,1,1,3,almost_lost,0,4,Need Attention
641,56939,4,5.865944364571201,81.0204685406002,4,2,2,8,promising,5,6,Promissing
642,57240,205,16.722436614431793,225.68534985470643,1,3,3,7,need_attention,4,4,Need Attention
643,57307,73,7.6687140948093555,75.95480468835072,2,2,2,6,need_attention,4,1,At-Risk Customers
644,57396,27,18.393672228681577,459.43725562134654,3,3,3,9,promising,5,6,Promissing
645,57411,144,4.7622418763167165,21.2275913324856,2,2,1,5,hibernating,2,4,Need Attention
646,57540,13,55.15770822515378,1830.748413955456,4,4,4,12,champion,1,6,Promissing
647,57620,34,9.48951228019756,160.39363425902636,3,3,2,8,promising,5,6,Promissing
648,57668,218,8.290925237801817,181.8839865994821,1,2,2,5,hibernating,2,4,Need Attention
649,57803,19,52.08856947628261,1152.4151311500282,3,4,4,11,loyal_customer,3,6,Promissing
650,57853,0,232.13458559389318,14847.67592617284,4,4,4,12,champion,1,5,Promissing
651,57878,203,14.803596774181711,278.05682946343154,1,3,3,7,need_attention,4,4,Need Attention
652,57925,0,185.39642142974287,5511.266095794333,4,4,4,12,champion,1,6,Promissing
653,57968,82,16.25307714033376,196.1847719643033,2,3,2,7,need_attention,4,1,At-Risk Customers
654,58049,223,3.6840351274165313,57.51788484929693,1,1,2,4,hibernating,2,4,Need Attention
655,58086,13,17.383350155029174,457.5483756045297,4,3,3,10,loyal_customer,3,6,Promissing
656,58090,32,23.533144600324682,4703.188851458493,3,4,4,11,loyal_customer,3,6,Promissing
657,58112,225,0.9402256379214702,1.7216495964032679,1,1,1,3,almost_lost,0,4,Need Attention
658,58116,285,2.7535399949426393,40.71657794634975,1,1,1,3,almost_lost,0,0,Hibernating
659,58173,199,12.052013349381857,614.0257931486034,1,3,3,7,need_attention,4,4,Need Attention
660,58178,18,28.90464415381769,527.6024980278735,3,4,3,10,loyal_customer,3,6,Promissing
661,58332,24,3.8672361151828722,8.465889850413832,3,1,1,5,hibernating,2,6,Promissing
662,58374,173,2.7806271837399232,41.55805427681093,2,1,1,4,hibernating,2,4,Need Attention
663,58418,7,106.61849230997844,12097.241423953055,4,4,4,12,champion,1,5,Promissing
664,58431,38,18.73039213228049,978.7849206035607,3,3,4,10,loyal_customer,3,6,Promissing
665,58505,29,4.741698327868047,60.45850234685054,3,2,2,7,need_attention,4,6,Promissing
666,58553,0,133.51569546294988,5772.070028344007,4,4,4,12,champion,1,6,Promissing
667,58672,0,9.571985670139538,301.8956400349958,4,3,3,10,loyal_customer,3,6,Promissing
668,58768,5,84.78980596734768,4591.158581828539,4,4,4,12,champion,1,6,Promissing
669,58824,9,14.304639292071114,1080.497844163469,4,3,4,11,loyal_customer,3,6,Promissing
670,58910,76,7.581546495803545,57.589942292587466,2,2,2,6,need_attention,4,1,At-Risk Customers
671,58913,125,4.785163461104505,46.574414706170614,2,2,1,5,hibernating,2,1,At-Risk Customers
672,59113,6,37.91231915373124,1602.7260226463213,4,4,4,12,champion,1,6,Promissing
673,59166,6,92.9075248942983,1777.5007204663796,4,4,4,12,champion,1,6,Promissing
674,59210,213,2.7822584116327205,130.71348258017014,1,1,2,4,hibernating,2,4,Need Attention
675,59219,134,4.680258756575377,65.72110829211957,2,2,2,6,need_attention,4,1,At-Risk Customers
676,59394,220,4.6172198169372765,52.36494233607228,1,1,1,3,almost_lost,0,4,Need Attention
677,59520,98,1.8820870162005983,1.9163528823036406,2,1,1,4,hibernating,2,1,At-Risk Customers
678,59562,39,34.559847179068285,980.9070129615958,3,4,4,11,loyal_customer,3,6,Promissing
679,59569,19,39.70280560281476,1674.7852479139044,3,4,4,11,loyal_customer,3,6,Promissing
680,59663,0,50.74461841235825,1346.32382084885,4,4,4,12,champion,1,6,Promissing
681,59746,164,2.863764579321119,149.74279285140605,2,1,2,5,hibernating,2,4,Need Attention
682,59868,198,12.98808694946905,1225.1098979448022,1,3,4,8,promising,5,4,Need Attention
683,59957,4,66.89337603324206,4208.79480482036,4,4,4,12,champion,1,6,Promissing
684,59962,0,22.89384378150002,383.0211193529715,4,4,3,11,loyal_customer,3,6,Promissing
685,60005,144,4.705354156689082,99.24546980816432,2,2,2,6,need_attention,4,4,Need Attention
686,60075,16,74.98728656514065,6176.538176479549,3,4,4,11,loyal_customer,3,6,Promissing
687,60122,11,33.19730560434112,435.8834063898729,4,4,3,11,loyal_customer,3,6,Promissing
688,60125,10,23.70662202469407,413.9281252398189,4,4,3,11,loyal_customer,3,6,Promissing
689,60135,238,7.346864559631871,37.14155028272236,1,2,1,4,hibernating,2,4,Need Attention
690,60159,293,3.6663872050172355,123.70588654880837,1,1,2,4,hibernating,2,0,Hibernating
691,60202,65,5.747230784516537,99.69063772494668,3,2,2,7,need_attention,4,1,At-Risk Customers
692,60214,144,4.643807849157191,13.548069103252935,2,2,1,5,hibernating,2,4,Need Attention
693,60219,55,1.9003669760864483,58.5210904917636,3,1,2,6,need_attention,4,1,At-Risk Customers
694,60229,252,2.7841699695681807,16.522424234390954,1,1,1,3,almost_lost,0,0,Hibernating
695,60275,10,52.362768881439294,3966.7649634631434,4,4,4,12,champion,1,6,Promissing
696,60395,67,9.702813320787781,42.601403716887745,3,3,1,7,need_attention,4,1,At-Risk Customers
697,60402,81,5.765791446578211,184.186710507278,2,2,2,6,need_attention,4,1,At-Risk Customers
698,60409,3,5.770660264866429,104.60783193469334,4,2,2,8,promising,5,6,Promissing
699,60425,85,7.690231025161417,223.78369186798056,2,2,3,7,need_attention,4,1,At-Risk Customers
700,60464,13,96.45936338647198,4470.822468655764,4,4,4,12,champion,1,6,Promissing
701,60487,19,11.430136456408015,2677.2113926986285,3,3,4,10,loyal_customer,3,6,Promissing
702,60500,33,18.850759106658053,274.61363428767885,3,3,3,9,promising,5,6,Promissing
703,60508,8,32.71175014744147,2613.333868668552,4,4,4,12,champion,1,6,Promissing
704,60576,98,14.06794984427231,94.11772082735126,2,3,2,7,need_attention,4,1,At-Risk Customers
705,60663,0,392.5247255148298,21547.448508008467,4,4,4,12,champion,1,5,Promissing
706,60669,20,78.78650302578502,7441.5081395972675,3,4,4,11,loyal_customer,3,6,Promissing
707,60702,33,5.840064282726976,63.505337302982504,3,2,2,7,need_attention,4,6,Promissing
708,60724,65,9.558392956878192,162.52470326923736,3,3,2,8,promising,5,1,At-Risk Customers
709,60727,80,9.52185225184946,100.88155305188879,2,3,2,7,need_attention,4,1,At-Risk Customers
710,60804,186,12.06201239101552,286.8781882395806,2,3,3,8,promising,5,4,Need Attention
711,60838,198,12.105989456595344,288.72161287175453,1,3,3,7,need_attention,4,4,Need Attention
712,60847,0,108.4845035217007,4715.042948225962,4,4,4,12,champion,1,6,Promissing
713,61015,51,13.428353655295945,2653.6810396396877,3,3,4,10,loyal_customer,3,6,Promissing
714,61061,7,10.493908601270368,344.03762242202555,4,3,3,10,loyal_customer,3,6,Promissing
715,61082,19,1.976622507283952,9.477698241342718,3,1,1,5,hibernating,2,6,Promissing
716,61122,206,2.797324291501681,46.9938605993204,1,1,1,3,almost_lost,0,4,Need Attention
717,61218,29,10.578318172071377,1064.6626418475416,3,3,4,10,loyal_customer,3,6,Promissing
718,61221,18,24.940653739869813,835.2156388023882,3,4,3,10,loyal_customer,3,6,Promissing
719,61280,119,8.55197053352038,412.4277783119646,2,2,3,7,need_attention,4,1,At-Risk Customers
720,61329,12,163.55574034311957,7678.422960898341,4,4,4,12,champion,1,5,Promissing
721,61385,90,10.373800012685743,6708.255501637084,2,3,4,9,promising,5,1,At-Risk Customers
722,61507,47,33.837645980828036,1683.2136732473748,3,4,4,11,loyal_customer,3,6,Promissing
723,61509,192,2.8266481538420907,43.57861047396514,2,1,1,4,hibernating,2,4,Need Attention
724,61514,43,30.94951216441688,242.5833670957807,3,4,3,10,loyal_customer,3,6,Promissing
725,61539,68,9.540234202261358,1375.5030890539217,3,3,4,10,loyal_customer,3,1,At-Risk Customers
726,61591,19,38.97377611827363,2748.1721906480557,3,4,4,11,loyal_customer,3,6,Promissing
727,61727,107,12.298833358659264,623.3463394642672,2,3,3,8,promising,5,1,At-Risk Customers
728,61730,13,21.905711236558854,339.4849669997682,4,4,3,11,loyal_customer,3,6,Promissing
729,61737,78,4.681176168153888,178.93304437524552,2,2,2,6,need_attention,4,1,At-Risk Customers
730,61757,188,8.38936517253031,277.25587897935486,2,2,3,7,need_attention,4,4,Need Attention
731,61776,4,42.04769275647157,730.9773165286653,4,4,3,11,loyal_customer,3,6,Promissing
732,61800,2,58.36613845888841,2050.6661948217015,4,4,4,12,champion,1,6,Promissing
733,61805,15,77.41116951336308,3503.618654483668,4,4,4,12,champion,1,6,Promissing
734,61871,35,35.42110932222878,546.0798109585788,3,4,3,10,loyal_customer,3,6,Promissing
735,61930,60,5.7719567508853835,14.555761615591996,3,2,1,6,need_attention,4,1,At-Risk Customers
736,61937,82,7.611059155338414,142.67286800522663,2,2,2,6,need_attention,4,1,At-Risk Customers
737,61965,2,82.61305406708337,2112.43299964572,4,4,4,12,champion,1,6,Promissing
738,61984,9,174.28208705666998,7357.0758445399515,4,4,4,12,champion,1,5,Promissing
739,62051,0,67.72673885132711,2722.8357660774163,4,4,4,12,champion,1,6,Promissing
740,62115,191,14.877878294250047,688.6008499736179,2,3,3,8,promising,5,4,Need Attention
741,62152,0,5.813225808351701,26.12991116380542,4,2,1,7,need_attention,4,6,Promissing
742,62161,10,141.21588299559644,7468.67861325457,4,4,4,12,champion,1,6,Promissing
743,62203,209,10.15848296782306,656.1224669764908,1,3,3,7,need_attention,4,4,Need Attention
744,62207,53,4.674865937642147,31.67604517186533,3,2,1,6,need_attention,4,1,At-Risk Customers
745,62209,18,30.023215261840043,2564.0398293113863,3,4,4,11,loyal_customer,3,6,Promissing
746,62225,289,2.7452733377296714,25.862957557940675,1,1,1,3,almost_lost,0,0,Hibernating
747,62272,2,36.31648991041144,1098.3365383870776,4,4,4,12,champion,1,6,Promissing
748,62300,192,15.798214730552491,434.8023817115512,2,3,3,8,promising,5,4,Need Attention
749,62325,0,107.23580350687301,6987.8076826780125,4,4,4,12,champion,1,6,Promissing
750,62342,206,1.8817587425939042,1.6418658008204532,1,1,1,3,almost_lost,0,4,Need Attention
751,62370,79,11.296483120892624,109.85113809794782,2,3,2,7,need_attention,4,1,At-Risk Customers
752,62427,3,125.6277123750046,6740.514819854418,4,4,4,12,champion,1,6,Promissing
753,62441,296,0.9221155087774868,0.14357891939683953,1,1,1,3,almost_lost,0,0,Hibernating
754,62494,244,2.768832538980196,40.38291353258173,1,1,1,3,almost_lost,0,0,Hibernating
755,62540,41,33.32178827755307,1179.4338392731036,3,4,4,11,loyal_customer,3,6,Promissing
756,62546,61,11.54272645393379,501.77659913178957,3,3,3,9,promising,5,1,At-Risk Customers
757,62562,65,20.49822882473917,267.47841737220637,3,3,3,9,promising,5,1,At-Risk Customers
758,62569,192,8.350423229994513,63.25257721922647,2,2,2,6,need_attention,4,4,Need Attention
759,62653,228,2.7716356355567746,1.4892511233397054,1,1,1,3,almost_lost,0,4,Need Attention
760,62657,189,17.702788962910574,561.499454165086,2,3,3,8,promising,5,4,Need Attention
761,62717,185,10.235455513101334,148.36310953005616,2,3,2,7,need_attention,4,4,Need Attention
762,62769,198,2.773396399951357,2.1717405149265074,1,1,1,3,almost_lost,0,4,Need Attention
763,62774,209,0.9443556546722415,26.741029677360633,1,1,1,3,almost_lost,0,4,Need Attention
764,62840,171,2.7851971664001383,47.303826548301686,2,1,1,4,hibernating,2,4,Need Attention
765,62916,76,8.602150855334676,58.78441072843553,2,2,2,6,need_attention,4,1,At-Risk Customers
766,62970,247,1.8404181763698764,404.0739845525979,1,1,3,5,hibernating,2,0,Hibernating
767,62987,31,42.21202193565261,1418.3897599160753,3,4,4,11,loyal_customer,3,6,Promissing
768,62995,37,6.539526086288335,35.965796048709656,3,2,1,6,need_attention,4,6,Promissing
769,62998,200,3.7297959440097666,56.06472109010969,1,1,2,4,hibernating,2,4,Need Attention
770,63010,9,6.617004292841717,945.1608373369252,4,2,3,9,promising,5,6,Promissing
771,63024,270,1.8558879158906685,19.777249423795116,1,1,1,3,almost_lost,0,0,Hibernating
772,63074,19,15.338556159114603,368.5765304524735,3,3,3,9,promising,5,6,Promissing
773,63171,188,7.480187169189371,11.686411453936167,2,2,1,5,hibernating,2,4,Need Attention
774,63212,208,13.015793011425005,244.86539408934593,1,3,3,7,need_attention,4,4,Need Attention
775,63332,188,14.925208598683128,1166.1836448692534,2,3,4,9,promising,5,4,Need Attention
776,63336,197,3.724129890566167,26.729796143401447,1,1,1,3,almost_lost,0,4,Need Attention
777,63398,208,8.36304487889248,524.2195903341168,1,2,3,6,need_attention,4,4,Need Attention
778,63418,72,1.9114689262545035,22.165850590128578,2,1,1,4,hibernating,2,1,At-Risk Customers
779,63434,57,10.223260356929373,678.5828878448086,3,3,3,9,promising,5,1,At-Risk Customers
780,63554,73,3.7664271380747136,337.09301194995066,2,1,3,6,need_attention,4,1,At-Risk Customers
781,63579,10,52.22873933684757,7104.693033830392,4,4,4,12,champion,1,6,Promissing
782,63768,0,241.00463735297356,12287.77781300877,4,4,4,12,champion,1,5,Promissing
783,63879,222,8.325026680582997,198.9097709942711,1,2,2,5,hibernating,2,4,Need Attention
784,63925,90,5.637608690683333,458.1526315627033,2,2,3,7,need_attention,4,1,At-Risk Customers
785,63950,107,10.458876888609153,288.4783633698276,2,3,3,8,promising,5,1,At-Risk Customers
786,63966,85,18.898504142305775,1869.1634964597524,2,3,4,9,promising,5,1,At-Risk Customers
787,63999,77,8.655576433862821,165.58844213540917,2,2,2,6,need_attention,4,1,At-Risk Customers
788,64032,85,9.58789391912488,113.84521954151165,2,3,2,7,need_attention,4,1,At-Risk Customers
789,64135,249,1.8401544659666234,101.83993468496428,1,1,2,4,hibernating,2,0,Hibernating
790,64163,209,3.722146468524194,8.93081242039669,1,1,1,3,almost_lost,0,4,Need Attention
791,64178,12,98.68010587730537,3161.8914123123554,4,4,4,12,champion,1,6,Promissing
792,64190,126,4.713702043938306,49.89237514795899,2,2,1,5,hibernating,2,1,At-Risk Customers
793,64276,0,108.35871143917575,4179.784158457594,4,4,4,12,champion,1,6,Promissing
794,64297,131,4.668120276150715,41.84907594152966,2,2,1,5,hibernating,2,1,At-Risk Customers
795,64338,2,261.11825951947907,8713.74310487409,4,4,4,12,champion,1,5,Promissing
796,64422,19,18.393241195835515,1249.5838511208253,3,3,4,10,loyal_customer,3,6,Promissing
797,64623,41,17.77883616904458,373.1899615074729,3,3,3,9,promising,5,6,Promissing
798,64662,65,3.764213023668318,59.39443347890266,3,1,2,6,need_attention,4,1,At-Risk Customers
799,64740,183,1.8679318013947668,0.5069298602479019,2,1,1,4,hibernating,2,4,Need Attention
800,64856,208,4.628675276613865,178.9256259296793,1,2,2,5,hibernating,2,4,Need Attention
801,64939,37,19.721525210027743,511.7606128028429,3,3,3,9,promising,5,6,Promissing
802,65064,12,22.826267036253384,540.4699551451804,4,4,3,11,loyal_customer,3,6,Promissing
803,65089,2,88.73397038024525,3600.3639827405746,4,4,4,12,champion,1,6,Promissing
804,65138,82,4.765032456729871,77.08646168873064,2,2,2,6,need_attention,4,1,At-Risk Customers
805,65235,33,19.010776953815604,2105.0459849731233,3,3,4,10,loyal_customer,3,6,Promissing
806,65311,24,27.751933518479046,3495.0428057122053,3,4,4,11,loyal_customer,3,6,Promissing
807,65435,66,8.498767965175393,263.5571504093405,3,2,3,8,promising,5,1,At-Risk Customers
808,65494,14,95.44222427147065,4002.7928286333536,4,4,4,12,champion,1,6,Promissing
809,65547,23,18.60009769429933,224.74522089478512,3,3,3,9,promising,5,6,Promissing
810,65614,222,1.8473368931357799,1.5734734787513598,1,1,1,3,almost_lost,0,4,Need Attention
811,65638,162,3.7425264205194986,257.3239856410058,2,1,3,6,need_attention,4,4,Need Attention
812,65651,11,49.80827118445242,1862.9898485589636,4,4,4,12,champion,1,6,Promissing
813,65707,92,5.734619158187824,78.84737100264516,2,2,2,6,need_attention,4,1,At-Risk Customers
814,65837,69,11.459050015862925,277.41737357507805,2,3,3,8,promising,5,1,At-Risk Customers
815,65913,105,3.7828594363097823,799.6508602571523,2,1,3,6,need_attention,4,1,At-Risk Customers
816,65950,11,197.7294522767999,4586.514239041103,4,4,4,12,champion,1,6,Promissing
817,65979,11,37.37825556620163,1351.1093614048182,4,4,4,12,champion,1,6,Promissing
818,66036,56,4.784574517408094,14.06713513008942,3,2,1,6,need_attention,4,1,At-Risk Customers
819,66077,205,4.652034478678845,66.4303169551927,1,2,2,5,hibernating,2,4,Need Attention
820,66174,81,8.64965054471774,2625.467358539765,2,2,4,8,promising,5,1,At-Risk Customers
821,66190,10,125.48624075992402,5880.372888324306,4,4,4,12,champion,1,6,Promissing
822,66262,0,28.25360545208146,833.714934679119,4,4,3,11,loyal_customer,3,6,Promissing
823,66302,186,16.71767219554039,3493.5988351550336,2,3,4,9,promising,5,4,Need Attention
824,66308,65,7.5987641336819856,119.67422690392485,3,2,2,7,need_attention,4,1,At-Risk Customers
825,66352,32,12.462351780285735,215.46520591699507,3,3,2,8,promising,5,6,Promissing
826,66374,6,98.57077518319406,1917.2275810103931,4,4,4,12,champion,1,6,Promissing
827,66463,95,2.8471752409976117,34.83583712126642,2,1,1,4,hibernating,2,1,At-Risk Customers
828,66507,127,13.058230707232532,142.02441882058218,2,3,2,7,need_attention,4,1,At-Risk Customers
829,66531,52,14.387929321360508,377.3190104136889,3,3,3,9,promising,5,1,At-Risk Customers
830,66541,66,6.70847552137754,213.79907227785287,3,2,2,7,need_attention,4,1,At-Risk Customers
831,66639,188,3.720655661925502,134.81912681247815,2,1,2,5,hibernating,2,4,Need Attention
832,66734,61,7.709664043850358,380.4877111334065,3,2,3,8,promising,5,1,At-Risk Customers
833,66815,277,1.8345079112244431,234.54726045878417,1,1,3,5,hibernating,2,0,Hibernating
834,67012,283,2.766867289399795,191.02453459521132,1,1,2,4,hibernating,2,0,Hibernating
835,67032,0,13.37767643860894,253.19136108193032,4,3,3,10,loyal_customer,3,6,Promissing
836,67058,217,9.241961649503194,560.1979932916764,1,2,3,6,need_attention,4,4,Need Attention
837,67138,209,5.5813442975389735,276.22813132445305,1,2,3,6,need_attention,4,4,Need Attention
838,67318,107,10.424388847727027,141.1255591640858,2,3,2,7,need_attention,4,1,At-Risk Customers
839,67426,108,0.9708483634344006,26.303043622217643,2,1,1,4,hibernating,2,1,At-Risk Customers
840,67462,100,14.96725355782389,115.08749856868734,2,3,2,7,need_attention,4,1,At-Risk Customers
841,67530,208,3.7451533430942106,507.2955891278997,1,1,3,5,hibernating,2,4,Need Attention
842,67570,68,6.649894549707937,152.23527611047862,3,2,2,7,need_attention,4,1,At-Risk Customers
843,67655,2,11.612587330530722,2856.2125267184274,4,3,4,11,loyal_customer,3,6,Promissing
844,67817,81,4.773727328873459,26.069298582589017,2,2,1,5,hibernating,2,1,At-Risk Customers
845,67844,83,5.62929134918925,461.1294757483055,2,2,3,7,need_attention,4,1,At-Risk Customers
846,67847,23,21.569077575657094,896.3418473233976,3,4,3,10,loyal_customer,3,6,Promissing
847,67853,185,9.348430828940684,74.43495218545934,2,3,2,7,need_attention,4,4,Need Attention
848,67866,95,15.00717853993095,347.0893530927312,2,3,3,8,promising,5,1,At-Risk Customers
849,67947,198,5.619201088482078,738.98052279347,1,2,3,6,need_attention,4,4,Need Attention
850,67990,208,7.3774594729172165,414.9368477408754,1,2,3,6,need_attention,4,4,Need Attention
851,68015,65,14.899718130703043,1190.1414235001707,3,3,4,10,loyal_customer,3,1,At-Risk Customers
852,68022,220,3.7036834272535626,52.511705866270376,1,1,1,3,almost_lost,0,4,Need Attention
853,68176,16,13.05325377045755,728.6758034406993,3,3,3,9,promising,5,6,Promissing
854,68277,17,17.948580901986315,381.6085561698887,3,3,3,9,promising,5,6,Promissing
855,68349,8,3.856221975324182,116.13311900972774,4,1,2,7,need_attention,4,6,Promissing
856,68405,82,6.664564319663409,160.36549087052643,2,2,2,6,need_attention,4,1,At-Risk Customers
857,68417,0,93.9584001590318,4063.7189054499268,4,4,4,12,champion,1,6,Promissing
858,68458,73,3.8635287153426474,16.877708605667912,2,1,1,4,hibernating,2,1,At-Risk Customers
859,68583,291,0.9233793730333324,0.7246295816628148,1,1,1,3,almost_lost,0,0,Hibernating
860,68621,26,20.259617249022313,251.75575422729986,3,3,3,9,promising,5,6,Promissing
861,68639,233,2.7670544581140466,16.926679080032454,1,1,1,3,almost_lost,0,4,Need Attention
862,68834,214,6.519651069711828,176.60245429309467,1,2,2,5,hibernating,2,4,Need Attention
863,68856,65,5.731660754251768,1339.638666402416,3,2,4,9,promising,5,1,At-Risk Customers
864,68915,314,0.9175799040365257,10.001088896068861,1,1,1,3,almost_lost,0,0,Hibernating
865,68921,69,10.558076395958466,176.28219849383729,2,3,2,7,need_attention,4,1,At-Risk Customers
866,68962,17,21.35792102589578,1541.417602858096,3,4,4,11,loyal_customer,3,6,Promissing
867,68990,15,69.02281242023363,1839.0095305262976,4,4,4,12,champion,1,6,Promissing
868,69034,65,9.352204877155033,104.8186991103114,3,3,2,8,promising,5,1,At-Risk Customers
869,69053,53,9.36183399964141,227.22786237831178,3,3,3,9,promising,5,1,At-Risk Customers
870,69092,186,3.7390902740563092,13.970962836239579,2,1,1,4,hibernating,2,4,Need Attention
871,69095,65,18.957665761736553,984.7127029396418,3,3,4,10,loyal_customer,3,1,At-Risk Customers
872,69153,0,48.15903424653644,2397.780554585601,4,4,4,12,champion,1,6,Promissing
873,69172,271,2.7599473479133616,4.411535595690564,1,1,1,3,almost_lost,0,0,Hibernating
874,69465,187,6.461874638612636,146.40533447164336,2,2,2,6,need_attention,4,4,Need Attention
875,69587,200,12.033006221486664,144.9042087438743,1,3,2,6,need_attention,4,4,Need Attention
876,69640,196,9.306491240423224,855.721665753352,1,3,3,7,need_attention,4,4,Need Attention
877,69737,6,54.22035409774026,1534.0845289113474,4,4,4,12,champion,1,6,Promissing
878,69742,190,3.7780137738251933,21.808233857817804,2,1,1,4,hibernating,2,4,Need Attention
879,69754,10,18.54142165805712,245.32818165522735,4,3,3,10,loyal_customer,3,6,Promissing
880,69794,35,26.883382172582174,1861.3405308990755,3,4,4,11,loyal_customer,3,6,Promissing
881,69797,2,4.744620519603174,68.49424644706733,4,2,2,8,promising,5,6,Promissing
882,69852,93,8.587339587155373,163.71502132403054,2,2,2,6,need_attention,4,1,At-Risk Customers
883,69922,4,25.61013098247758,1392.1357176518661,4,4,4,12,champion,1,6,Promissing
884,69962,0,42.20630734550883,1708.856486183037,4,4,4,12,champion,1,6,Promissing
885,70045,322,0.9155712472380005,0.4961085863122344,1,1,1,3,almost_lost,0,0,Hibernating
886,70098,0,145.13221891171997,7350.7672713439315,4,4,4,12,champion,1,6,Promissing
887,70125,19,16.280393958715337,242.9801178102182,3,3,3,9,promising,5,6,Promissing
888,70143,215,2.7709703074192795,15.248585858008655,1,1,1,3,almost_lost,0,4,Need Attention
889,70197,193,1.8540975405908977,23.328996858595747,2,1,1,4,hibernating,2,4,Need Attention
890,70204,0,90.44709696699445,4302.290107159818,4,4,4,12,champion,1,6,Promissing
891,70343,74,13.460178271771275,173.61582198391648,2,3,2,7,need_attention,4,1,At-Risk Customers
892,70424,19,70.05194476407229,3946.389671646497,3,4,4,11,loyal_customer,3,6,Promissing
893,70547,38,24.425834876030297,613.5525174083983,3,4,3,10,loyal_customer,3,6,Promissing
894,70579,0,40.06758141882454,795.4951809722779,4,4,3,11,loyal_customer,3,6,Promissing
895,70607,27,32.35035640236251,1769.2277158703814,3,4,4,11,loyal_customer,3,6,Promissing
896,70608,111,7.565968487186325,69.4409401871786,2,2,2,6,need_attention,4,1,At-Risk Customers
897,70663,65,7.461602878367729,246.5278659164309,3,2,3,8,promising,5,1,At-Risk Customers
898,70755,82,0.9777877312057931,8.906473987060659,2,1,1,4,hibernating,2,1,At-Risk Customers
