,customer_id,subject_line_length,last_open_day,last_login_day,last_checkout_day,open_count_last_10_days,open_count_last_30_days,open_count_last_60_days,login_count_last_10_days,login_count_last_30_days,login_count_last_60_days,checkout_count_last_10_days,checkout_count_last_30_days,checkout_count_last_60_days,open_flag,row_id,attr_1,attr_2,attr_3,age,domain,checkout_count_last_1_year
595,13852,34,21,1,1,0,0,0,18,34,62,4,6,11,0,26720,1.0,1.0,2.0,29.0,@gmail.com,32
596,14536,34,1,1,117,1,1,1,42,118,138,0,0,0,0,26723,1.0,1.0,2.0,50.0,@gmail.com,17
597,17328,34,3,14,167,2,3,6,1,7,20,0,0,1,0,26747,1.0,1.0,2.0,29.0,@gmail.com,1
598,17608,34,28,1,7,0,1,2,15,41,53,3,12,12,1,26749,1.0,1.0,2.0,38.0,@yahoo.com,47
599,18043,34,1,0,41,1,2,2,12,48,75,0,0,1,1,26754,1.0,1.0,1.0,23.0,@gmail.com,7
600,18357,34,20,1,28,0,3,3,5,23,44,0,2,2,0,26757,,1.0,0.0,45.0,@yahoo.com,15
601,19329,34,169,18,24,0,0,0,0,12,30,0,1,1,0,26766,,1.0,0.0,55.0,@gmail.com,16
602,22936,34,3,6,25,2,6,8,2,17,48,0,2,7,1,26791,,1.0,0.0,45.0,@gmail.com,35
603,25472,34,9,19,589,1,3,5,0,14,34,0,19,30,1,26804,1.0,1.0,1.0,25.0,@gmail.com,62
604,27398,34,2,16,20,4,11,21,0,9,24,0,2,2,1,26824,1.0,1.0,2.0,55.0,@gmail.com,11
605,29450,34,2,3,8,4,12,17,15,38,95,1,1,1,1,26840,1.0,1.0,3.0,20.0,@gmail.com,1
606,30476,34,9,1,5,2,6,9,11,35,70,1,10,17,1,26847,1.0,1.0,2.0,44.0,@yahoo.com,24
607,31059,34,3,1,6,3,5,8,12,47,101,2,13,23,1,26855,,1.0,0.0,35.0,@yahoo.com,46
608,33529,34,87,325,393,0,0,0,0,0,0,0,0,0,0,26880,,1.0,0.0,35.0,@yahoo.com,9
609,34936,34,Never open,9,14,0,0,0,2,3,5,0,2,2,0,26892,,1.0,0.0,25.0,@gmail.com,24
610,38049,34,10,19,30,1,2,2,0,13,28,0,1,2,1,26915,1.0,1.0,2.0,26.0,@yahoo.com,14
611,38244,34,13,218,444,0,5,6,0,0,0,0,0,0,0,26920,,1.0,0.0,45.0,@gmail.com,3
612,39297,34,9,3,3,4,11,17,5,17,18,1,3,3,1,26935,,1.0,0.0,45.0,@gmail.com,21
613,40610,34,10,1,30,1,7,11,2,12,35,0,1,3,1,26946,1.0,1.0,2.0,31.0,@yahoo.com,29
614,40919,34,3,2,232,4,6,10,13,38,85,0,0,0,1,26947,1.0,1.0,2.0,39.0,@yahoo.com,17
615,41168,34,8,23,64,1,5,9,0,1,4,0,0,0,1,26950,,1.0,0.0,45.0,@yahoo.com,10
616,42411,34,10,11,64,1,1,3,2,6,19,0,0,9,0,26960,1.0,1.0,2.0,35.0,@gmail.com,80
617,43074,34,37,63,102,0,0,3,0,0,0,0,0,0,0,26969,,1.0,0.0,45.0,@icloud.com,8
618,44154,34,33,2,3,0,0,3,11,19,37,2,2,4,0,26977,1.0,1.0,2.0,39.0,@gmail.com,40
619,45219,34,310,11,54,0,0,0,2,5,15,0,0,2,0,26986,1.0,1.0,2.0,22.0,@gmail.com,8
620,45971,34,9,535,225,1,1,1,0,0,0,0,0,0,0,26990,,1.0,0.0,35.0,@yahoo.com,14
621,47425,34,226,554,343,0,0,0,0,0,0,0,0,0,0,27007,1.0,1.0,2.0,33.0,@gmail.com,10
622,47915,34,10,10,17,1,1,1,1,34,65,0,4,6,0,27009,1.0,1.0,2.0,34.0,@yahoo.com,40
623,48667,34,2,11,337,2,5,7,0,4,4,0,0,0,1,27017,1.0,1.0,2.0,34.0,@yahoo.com,4
624,48693,34,11,74,81,0,1,1,0,0,0,0,0,0,0,27018,1.0,1.0,2.0,23.0,@gmail.com,5
625,48747,34,234,227,235,0,0,0,0,0,0,0,0,0,0,27019,1.0,1.0,2.0,27.0,@gmail.com,2
626,49220,34,38,128,142,0,0,4,0,0,0,0,0,0,0,27026,,1.0,0.0,55.0,@gmail.com,4
627,50745,34,Never open,0,17,0,0,0,17,56,88,4,22,27,0,27041,1.0,1.0,2.0,20.0,@gmail.com,150
628,52172,34,Never open,46,185,0,0,0,0,0,1,0,0,0,0,27052,,1.0,0.0,25.0,@gmail.com,15
629,53705,34,3,2,10,3,7,9,14,44,59,1,5,5,1,27063,1.0,1.0,1.0,49.0,@gmail.com,45
630,53954,58,2,3,15,3,9,16,1,10,12,0,3,3,1,27066,1.0,1.0,1.0,55.0,@hotmail.com,19
631,54877,34,6,9,496,0,0,0,3,3,3,0,0,0,0,27073,1.0,1.0,2.0,25.0,@gmail.com,16
632,56027,34,3,3,11,0,3,7,10,34,66,0,3,7,0,27085,1.0,1.0,2.0,22.0,@gmail.com,8
633,57396,34,20,6,16,0,2,2,3,14,27,0,1,3,0,27095,1.0,1.0,2.0,29.0,@gmail.com,11
634,58178,34,19,8,23,0,1,4,11,35,66,0,2,5,0,27097,1.0,1.0,2.0,51.0,@yahoo.com,25
635,59569,58,59,9,19,0,0,1,1,8,51,0,1,5,0,27109,1.0,1.0,2.0,25.0,@yahoo.com,32
636,60202,34,18,37,286,0,1,2,0,0,1,0,0,0,0,27115,1.0,1.0,2.0,45.0,@yahoo.com,17
637,62203,34,28,196,Never checkout,0,1,2,0,0,0,0,0,0,0,27133,,1.0,0.0,45.0,@yahoo.com,0
638,62653,34,22,22,379,1,2,5,0,1,2,0,0,0,1,27137,1.0,1.0,2.0,24.0,@yahoo.com,10
639,62657,34,Never open,451,Never checkout,0,0,0,0,0,0,0,0,0,0,27138,,1.0,0.0,25.0,@gmail.com,0
640,65089,34,2,1,1,2,5,7,9,39,84,3,8,14,1,27167,,1.0,0.0,25.0,@gmail.com,44
641,66077,34,79,280,416,0,0,0,0,0,0,0,0,0,0,27174,,1.0,0.0,35.0,@yahoo.com,16
642,67462,34,3,9,100,1,2,3,2,7,16,0,0,0,0,27181,,1.0,0.0,25.0,@yahoo.com,10
643,67530,34,3,286,318,1,4,4,0,0,0,0,0,0,0,27182,,1.0,0.0,35.0,@gmail.com,16
644,67847,34,3,8,12,3,4,5,6,10,10,0,1,1,0,27185,,1.0,0.0,45.0,@yahoo.com,23
645,70098,34,9,2,15,1,5,8,22,52,105,3,18,28,1,27204,1.0,1.0,2.0,42.0,@gmail.com,209
646,70204,34,2,1,1,4,10,15,22,74,106,10,20,21,1,27205,1.0,1.0,2.0,32.0,@gmail.com,79
647,70866,34,2,5,5,4,8,14,29,58,104,3,23,29,1,27213,,1.0,0.0,55.0,@yahoo.com,129
648,71148,34,10,5,18,1,5,9,12,60,142,0,1,6,0,27215,1.0,1.0,2.0,24.0,@ymail.com,39
649,71361,34,5,334,367,4,12,16,0,1,1,0,0,0,1,27217,,1.0,0.0,45.0,@yahoo.com,8
650,71497,34,1,368,Never checkout,0,3,5,0,0,0,0,0,0,0,27219,,1.0,0.0,25.0,@gmail.com,0
651,72731,34,4,2,2,1,1,3,11,28,46,4,4,4,0,27228,,1.0,0.0,55.0,@gmail.com,23
652,72802,34,4,3,3,3,6,7,1,2,5,2,2,2,1,27229,,1.0,0.0,55.0,@gmail.com,12
653,73334,34,239,330,Never checkout,0,0,0,0,0,0,0,0,0,0,27234,1.0,1.0,2.0,27.0,@gmail.com,0
654,73702,34,159,6,122,0,0,0,2,6,11,0,0,1,0,27241,1.0,1.0,1.0,22.0,@gmail.com,16
655,74112,58,90,343,Never checkout,0,0,0,0,0,0,0,0,0,0,27245,,1.0,0.0,55.0,@gmail.com,0
656,74319,34,3,72,82,2,5,9,0,0,0,0,0,0,0,27248,,1.0,0.0,45.0,@gmail.com,15
657,74913,34,328,327,Never checkout,0,0,0,0,0,0,0,0,0,0,27252,,1.0,0.0,55.0,@gmail.com,0
658,74940,34,1,2,8,2,4,5,21,77,171,2,11,23,0,27253,,1.0,0.0,25.0,@yahoo.com,175
659,76630,34,20,12,13,0,1,2,5,22,29,0,5,9,1,27264,1.0,1.0,2.0,37.0,@yahoo.com,65
660,78992,34,122,37,154,0,0,0,0,0,1,0,0,0,0,27282,1.0,1.0,2.0,20.0,@gmail.com,16
661,79428,34,1,26,33,3,10,15,9,32,61,0,0,3,1,27285,,1.0,0.0,55.0,@yahoo.com,3
662,80025,34,202,292,312,0,0,0,0,0,0,0,0,0,0,27287,,1.0,0.0,18.0,@gmail.com,11
663,80087,34,65,278,337,0,0,0,0,0,0,0,0,0,0,27288,1.0,1.0,1.0,24.0,@gmail.com,3
664,80586,34,80,234,Never checkout,0,0,0,0,0,0,0,0,0,0,27298,,1.0,0.0,55.0,@gmail.com,0
665,81017,34,13,15,96,0,2,4,0,1,7,0,0,0,0,27300,1.0,1.0,2.0,50.0,@yahoo.com,7
666,81879,34,200,276,Never checkout,0,0,0,0,0,0,0,0,0,0,27305,,1.0,0.0,45.0,@yahoo.com,0
667,82056,34,7,244,257,2,10,17,0,0,0,0,0,0,0,27311,1.0,1.0,1.0,29.0,@gmail.com,15
668,83196,34,111,27,262,0,0,0,0,1,5,0,0,0,0,27324,,1.0,0.0,55.0,@gmail.com,2
669,83986,34,4,7,23,1,2,4,7,38,76,0,2,3,0,27332,,1.0,0.0,55.0,@gmail.com,17
670,84960,34,3,14,245,4,11,15,3,8,16,0,0,0,1,27337,,1.0,0.0,45.0,@yahoo.com,2
671,84977,34,27,27,34,0,1,1,1,4,12,0,0,1,0,27338,1.0,1.0,2.0,47.0,@yahoo.com,15
672,85992,58,82,30,38,0,0,0,2,5,20,0,0,2,0,27344,,1.0,0.0,55.0,@gmail.com,31
673,86225,34,20,30,50,2,3,6,0,1,16,0,0,3,0,27347,1.0,1.0,2.0,21.0,other,15
674,86521,34,19,1,7,0,1,5,67,164,325,2,9,19,0,27348,1.0,1.0,3.0,40.0,@gmail.com,73
675,86590,34,3,231,242,1,3,5,0,0,0,0,0,0,0,27351,,1.0,0.0,18.0,@gmail.com,14
676,87504,34,107,107,158,0,0,0,0,0,0,0,0,0,0,27365,,1.0,0.0,25.0,@hotmail.com,7
677,87924,34,3,234,72,4,12,22,0,0,0,0,0,0,1,27369,,1.0,0.0,35.0,@gmail.com,6
678,88150,58,85,4,71,0,0,0,1,1,2,0,0,0,0,27370,,1.0,0.0,45.0,@yahoo.com,10
679,88841,34,89,147,Never checkout,0,0,0,0,0,0,0,0,0,0,27377,,1.0,0.0,25.0,@gmail.com,0
680,88942,34,4,48,111,2,5,5,0,0,8,0,0,0,1,27379,1.0,1.0,2.0,38.0,@yahoo.com,13
681,89316,34,2,79,99,0,0,0,0,0,0,0,0,0,0,27380,,1.0,0.0,35.0,@gmail.com,16
682,91097,34,Never open,33,47,0,0,0,0,0,12,0,0,1,0,27392,1.0,1.0,2.0,50.0,@gmail.com,15
683,93500,34,60,123,281,0,0,0,0,0,0,0,0,0,0,27417,,1.0,0.0,55.0,@gmail.com,12
684,94736,34,Never open,3,35,0,0,0,1,11,23,0,0,2,0,27429,,1.0,0.0,25.0,@gmail.com,9
685,97017,34,3,75,188,6,11,12,0,0,0,0,0,0,0,27455,,1.0,0.0,55.0,@gmail.com,12
686,97718,34,59,2,165,0,0,1,40,106,240,0,0,0,0,27463,,1.0,0.0,18.0,@qq.com,10
687,97930,34,1,39,132,3,6,6,0,0,1,0,0,0,0,27466,1.0,1.0,3.0,29.0,@gmail.com,7
688,98468,34,10,122,246,0,3,3,0,0,0,0,0,0,0,27472,1.0,1.0,1.0,35.0,@gmail.com,16
689,100301,58,46,16,Never checkout,0,0,1,0,4,6,0,0,0,0,27499,1.0,1.0,2.0,42.0,@gmail.com,0
690,100885,34,54,17,26,0,0,2,0,11,46,0,1,19,0,27506,1.0,1.0,2.0,46.0,@yahoo.com,40
691,101203,34,18,15,23,0,2,5,2,8,14,0,2,10,0,27509,,1.0,0.0,35.0,@gmail.com,73
692,101225,34,5,2,103,1,2,2,7,9,9,0,0,0,0,27512,,1.0,0.0,55.0,@gmail.com,4
693,101408,34,20,40,74,0,0,0,2,5,6,0,0,0,0,27517,,1.0,0.0,35.0,@yahoo.com,9
694,101732,34,27,3,18,0,1,2,22,37,42,6,7,8,0,27525,1.0,1.0,1.0,38.0,@gmail.com,71
695,101748,34,17,9,72,4,8,9,1,9,15,0,0,0,1,27527,1.0,1.0,1.0,39.0,@gmail.com,15
696,103553,34,36,97,168,1,1,2,0,0,0,0,0,0,1,27547,,1.0,0.0,55.0,@gmail.com,2
697,104134,34,3,18,18,2,3,3,4,12,14,0,1,1,0,27555,,1.0,0.0,45.0,@yahoo.com,2
698,104403,34,23,78,229,0,2,2,0,0,0,0,0,0,0,27559,,1.0,0.0,25.0,@gmail.com,15
699,105954,34,17,3,3,0,1,1,7,17,30,1,3,3,0,27581,,1.0,0.0,35.0,other,15
700,106678,34,2,10,19,1,2,2,2,10,15,0,8,10,0,27592,1.0,1.0,2.0,23.0,@gmail.com,25
701,107038,34,2,54,61,4,10,19,0,0,2,0,0,0,1,27593,,1.0,0.0,55.0,@gmail.com,16
702,107086,34,2,14,21,2,7,8,0,19,37,0,2,3,1,27596,,1.0,0.0,35.0,@gmail.com,16
703,107230,34,4,22,65,1,2,9,0,6,25,0,0,2,0,27602,,1.0,0.0,35.0,@gmail.com,14
704,107873,34,24,7,16,0,1,5,5,13,30,0,2,4,0,27609,,1.0,0.0,18.0,@gmail.com,29
705,108249,34,53,4,7,0,0,2,12,19,47,4,4,11,0,27613,1.0,1.0,2.0,26.0,@gmail.com,39
706,108480,34,65,21,232,0,0,0,0,2,3,0,0,0,0,27616,,1.0,0.0,25.0,@yahoo.com,2
707,108635,34,64,13,21,0,0,0,3,32,49,0,2,3,0,27618,,1.0,0.0,18.0,@gmail.com,18
708,108794,34,49,14,249,0,0,1,0,10,19,0,0,0,0,27619,,1.0,0.0,25.0,@gmail.com,1
709,109392,58,50,21,60,0,0,1,1,4,40,0,0,2,0,27623,1.0,1.0,1.0,37.0,@gmail.com,23
710,109615,34,43,53,Never checkout,0,0,2,0,0,4,0,0,0,0,27624,,1.0,0.0,25.0,@gmail.com,0
711,109881,34,47,38,Never checkout,0,0,2,0,0,3,0,0,0,0,27625,,1.0,0.0,45.0,@gmail.com,0
712,110963,34,2,10,51,1,6,7,10,23,42,0,0,1,0,27638,1.0,1.0,3.0,25.0,@gmail.com,14
713,111132,34,4,3,3,3,12,17,22,58,110,2,4,13,1,27639,,1.0,0.0,45.0,@gmail.com,13
714,111147,34,39,45,269,0,0,1,0,0,5,0,0,0,0,27640,,1.0,0.0,25.0,@gmail.com,10
715,111992,34,22,8,28,0,1,1,1,23,39,0,3,5,0,27645,,1.0,0.0,18.0,@gmail.com,24
716,112221,58,34,35,Never checkout,0,0,0,0,0,3,0,0,0,0,27649,,1.0,0.0,55.0,@gmail.com,0
717,112539,34,35,41,72,1,1,1,0,0,2,0,0,0,0,27652,,1.0,0.0,35.0,@gmail.com,1
718,112693,34,32,37,37,0,0,1,0,1,5,0,0,1,0,27653,,1.0,0.0,55.0,@yahoo.com,21
719,113088,34,38,9,230,0,0,0,1,1,5,0,0,0,0,27657,,1.0,0.0,55.0,@gmail.com,17
720,113459,34,7,37,281,4,10,10,0,1,3,0,0,0,1,27661,,1.0,0.0,35.0,@gmail.com,14
721,114499,34,11,6,27,0,2,2,4,33,35,0,4,6,0,27668,,1.0,0.0,25.0,@yahoo.com,51
722,115202,34,Never open,15,15,0,1,1,0,13,13,0,11,11,1,27680,,1.0,0.0,35.0,@gmail.com,84
723,115318,34,Never open,23,201,0,0,0,0,6,6,0,1,1,0,27682,,1.0,0.0,45.0,@gmail.com,19
724,115348,34,Never open,1,Never checkout,0,0,0,2,3,3,0,0,0,0,27683,,1.0,0.0,45.0,@yahoo.com,0
725,115414,34,Never open,12,148,0,0,0,1,9,9,0,0,0,0,27686,1.0,1.0,2.0,28.0,@gmail.com,11
726,115591,34,Never open,13,19,0,0,0,0,7,7,0,1,1,0,27691,1.0,1.0,1.0,29.0,@gmail.com,1
727,115835,34,Never open,26,187,0,0,0,0,1,1,0,0,0,0,27695,,1.0,0.0,25.0,@yahoo.com,9
728,115855,34,23,15,360,0,0,0,0,5,5,0,0,0,0,27697,,1.0,0.0,35.0,@gmail.com,5
729,115943,34,Never open,22,153,0,0,0,0,4,4,0,0,0,0,27701,,1.0,0.0,18.0,@gmail.com,11
730,116102,34,Never open,12,22,0,0,0,0,10,10,0,1,1,0,27706,,1.0,0.0,35.0,@yahoo.com,13
731,116245,34,11,5,316,0,1,1,2,8,8,0,0,0,0,27709,,1.0,0.0,55.0,@gmail.com,13
732,116332,34,Never open,11,144,0,0,0,3,8,8,0,3,3,0,27714,1.0,1.0,1.0,24.0,@gmail.com,15
733,116366,34,Never open,23,Never checkout,0,0,0,0,1,1,0,0,0,0,27715,,1.0,0.0,18.0,@gmail.com,0
734,116417,34,Never open,16,23,0,0,0,0,7,7,0,1,1,0,27716,,1.0,0.0,25.0,@gmail.com,23
735,116477,58,Never open,2,234,0,0,0,3,5,5,0,0,0,0,27718,,1.0,0.0,25.0,@gmail.com,2
736,116480,58,Never open,8,23,0,0,0,3,4,4,0,1,1,0,27719,,1.0,0.0,35.0,@gmail.com,11
737,116594,34,17,13,Never checkout,0,0,0,0,13,13,0,0,0,0,27726,,1.0,0.0,55.0,@gmail.com,0
738,116653,34,Never open,11,181,0,0,0,1,4,4,0,0,0,0,27729,1.0,1.0,2.0,60.0,@yahoo.com,1
739,116717,34,Never open,21,Never checkout,0,0,0,0,1,1,0,0,0,0,27731,,1.0,0.0,45.0,@gmail.com,0
740,116829,34,Never open,1,1,0,0,0,22,41,41,9,19,19,0,27734,,1.0,0.0,25.0,@gmail.com,64
741,116840,34,Never open,21,269,0,0,0,0,1,1,0,0,0,0,27736,,1.0,0.0,45.0,@gmail.com,17
742,117004,34,Never open,13,19,0,0,0,1,10,10,0,1,1,0,27738,1.0,1.0,1.0,25.0,@gmail.com,8
743,117090,34,Never open,1,242,0,0,0,12,16,16,0,0,0,0,27741,1.0,1.0,4.0,38.0,@gmail.com,7
744,117133,34,Never open,19,265,0,0,0,0,2,2,0,0,0,0,27743,,1.0,0.0,45.0,@yahoo.com,8
745,117160,34,Never open,17,Never checkout,0,0,0,0,3,3,0,0,0,0,27745,,1.0,0.0,25.0,@gmail.com,0
746,117341,34,4,8,18,2,2,2,3,9,9,0,1,1,0,27749,1.0,1.0,2.0,19.0,@gmail.com,3
747,117748,34,14,14,16,0,0,0,2,5,5,0,1,1,0,27757,,1.0,0.0,35.0,@gmail.com,22
748,117806,34,Never open,14,291,0,0,0,0,3,3,0,0,0,1,27760,1.0,1.0,2.0,27.0,@gmail.com,9
749,117937,34,Never open,7,Never checkout,0,0,0,1,4,4,0,0,0,0,27764,1.0,1.0,1.0,17.0,@gmail.com,0
750,118111,34,11,6,14,0,0,0,5,9,9,0,2,2,0,27774,,1.0,0.0,35.0,@gmail.com,22
751,118177,34,Never open,13,71,0,0,0,0,1,1,0,0,0,0,27779,1.0,1.0,1.0,23.0,@gmail.com,12
752,118254,34,Never open,5,12,0,0,0,5,9,9,0,2,2,0,27782,1.0,1.0,4.0,19.0,@gmail.com,18
753,118342,34,Never open,3,3,0,0,0,12,16,16,2,4,4,0,27788,,1.0,0.0,45.0,@gmail.com,45
754,118391,34,Never open,4,318,0,0,0,1,3,3,0,0,0,0,27789,1.0,1.0,2.0,29.0,@gmail.com,1
755,118414,34,Never open,12,Never checkout,0,0,0,0,1,1,0,0,0,1,27790,1.0,1.0,1.0,46.0,@yahoo.com,0
756,118418,34,Never open,6,6,0,0,0,6,7,7,3,5,5,0,27791,,1.0,0.0,25.0,@gmail.com,15
757,118528,34,Never open,3,7,0,0,0,18,23,23,3,4,4,0,27795,1.0,1.0,1.0,24.0,@yahoo.com,5
758,119296,34,5,7,Never checkout,0,0,0,2,2,2,0,0,0,1,27799,,1.0,0.0,45.0,@yahoo.com,0
759,126806,34,11,1,161,0,1,5,0,0,0,0,0,0,0,27808,,1.0,0.0,35.0,@qq.com,10
760,126936,34,17,3,Never checkout,0,1,2,0,0,0,0,0,0,0,27809,1.0,1.0,1.0,22.0,@gmail.com,0
761,127168,34,Never open,10,264,0,0,0,0,0,0,0,0,0,0,27811,,1.0,0.0,45.0,@hotmail.com,4
762,127201,34,328,1150,Never checkout,0,0,0,0,0,0,0,0,0,0,27812,,1.0,0.0,55.0,@gmail.com,0
763,127599,58,80,702,198,0,0,0,0,0,0,0,0,0,0,27815,,1.0,0.0,25.0,@yahoo.com,7
764,903,54,12,4,6,0,2,4,8,13,36,2,8,22,0,27828,1.0,1.0,1.0,28.0,@gmail.com,152
765,1229,54,Never open,3,3,0,0,0,10,10,10,5,5,5,0,27834,,1.0,0.0,18.0,@gmail.com,43
766,1638,54,170,8,365,0,0,0,2,7,16,0,0,0,0,27842,1.0,1.0,2.0,40.0,@gmail.com,3
767,1655,54,28,1,4,0,1,2,17,70,194,3,10,29,0,27843,1.0,1.0,2.0,27.0,@yahoo.com,179
768,2695,54,72,6,239,0,0,0,1,2,5,0,0,0,0,27860,1.0,1.0,2.0,27.0,@gmail.com,10
769,2709,54,4,1305,Never checkout,3,10,13,0,1,1,0,0,0,1,27861,,1.0,0.0,18.0,@gmail.com,0
770,7691,54,42,31,141,0,0,1,0,0,1,0,0,0,0,27927,1.0,1.0,2.0,31.0,@yahoo.com,14
771,9986,54,217,4,29,0,0,0,10,44,125,0,2,6,0,27954,,1.0,0.0,45.0,@yahoo.com,48
772,11081,54,125,3,37,0,0,0,2,6,18,0,0,1,0,27975,1.0,1.0,2.0,24.0,@gmail.com,2
773,15513,54,30,6,10,0,1,2,3,4,5,1,1,1,0,28060,1.0,1.0,1.0,33.0,@gmail.com,22
774,16614,54,628,18,120,0,0,0,0,2,3,0,0,0,0,28082,,1.0,0.0,35.0,@gmail.com,6
775,17458,54,7,15,141,0,1,1,0,5,14,0,0,0,0,28104,1.0,1.0,2.0,30.0,@gmail.com,4
776,22980,54,247,2,16,0,0,0,10,39,68,0,3,9,0,28200,1.0,1.0,2.0,27.0,@yahoo.com,10
777,24528,54,1,130,80,4,4,6,2,3,3,0,0,0,0,28235,1.0,1.0,4.0,50.0,@gmail.com,5
778,24812,54,774,2,2,0,0,0,6,6,14,1,1,2,0,28241,1.0,1.0,2.0,31.0,@yahoo.com,17
779,24817,54,Never open,9,112,0,0,0,2,7,14,0,0,0,0,28242,1.0,1.0,2.0,22.0,@gmail.com,2
780,25438,54,194,1,7,0,0,0,26,91,155,16,39,47,1,28260,1.0,1.0,2.0,53.0,@yahoo.com,158
781,26595,54,4,1,6,1,2,5,11,31,69,3,3,6,1,28293,1.0,1.0,2.0,32.0,@gmail.com,49
782,27464,66,59,36,98,0,0,1,1,1,29,0,0,0,0,28310,1.0,1.0,4.0,27.0,@gmail.com,17
783,28974,54,181,1,6,0,0,0,5,22,65,1,1,4,0,28341,,1.0,0.0,55.0,@yahoo.com,21
784,30078,54,1,5,14,4,12,15,10,34,52,1,2,2,1,28361,1.0,1.0,1.0,39.0,@gmail.com,27
785,30096,54,1,10,15,4,11,17,6,33,66,0,3,5,1,28362,1.0,1.0,2.0,24.0,@yahoo.com,27
786,30184,54,5,3,36,1,1,2,3,20,58,0,0,5,0,28366,1.0,1.0,1.0,36.0,other,20
787,30567,54,32,409,410,0,0,2,1,2,2,0,0,0,0,28374,1.0,1.0,2.0,31.0,@yahoo.com,17
788,31640,54,4,1,29,1,1,3,22,114,267,0,5,10,0,28400,1.0,1.0,1.0,28.0,@gmail.com,64
789,31939,54,126,32,249,0,0,0,2,4,16,0,0,0,0,28408,,1.0,0.0,18.0,@gmail.com,4
790,32265,54,51,1,13,0,0,1,6,11,12,1,3,3,0,28414,1.0,1.0,2.0,32.0,@yahoo.com,32
791,33198,54,158,11,27,0,0,0,2,25,77,0,1,6,1,28434,1.0,1.0,1.0,28.0,@gmail.com,54
792,33722,54,164,11,11,0,0,0,4,21,44,0,2,6,0,28445,1.0,1.0,2.0,25.0,@gmail.com,22
793,33730,54,152,5,19,0,0,0,3,28,92,0,3,6,0,28446,1.0,1.0,1.0,39.0,@yahoo.com,42
794,36113,54,191,8,60,0,0,0,1,1,5,0,0,1,0,28482,1.0,1.0,2.0,53.0,@yahoo.com,24
795,36296,54,62,19,408,0,0,0,0,1,1,0,0,0,0,28484,1.0,1.0,2.0,20.0,@gmail.com,12
796,37099,54,184,318,Never checkout,0,0,0,0,0,0,0,0,0,0,28497,,1.0,0.0,45.0,@yahoo.com,0
797,37285,54,Never open,4,4,0,0,0,14,38,71,1,5,10,0,28502,1.0,1.0,4.0,25.0,@gmail.com,13
798,37566,54,3,2,29,2,4,5,19,56,116,0,2,4,0,28506,1.0,1.0,2.0,28.0,@yahoo.com,11
799,38247,54,25,177,503,0,1,2,0,0,0,0,0,0,0,28519,,1.0,0.0,55.0,@yahoo.com,4
800,38529,54,4,4,93,1,1,1,8,21,42,0,0,0,0,28527,,1.0,0.0,18.0,@yahoo.com,6
801,39159,54,39,18,12,0,0,1,0,6,11,0,1,1,0,28538,1.0,1.0,1.0,26.0,@gmail.com,2
802,39194,54,9,174,388,1,5,9,0,1,1,0,0,0,1,28539,1.0,1.0,2.0,24.0,@gmail.com,13
803,41258,54,21,236,Never checkout,0,2,2,0,0,0,0,0,0,0,28586,,1.0,0.0,55.0,@gmail.com,0
804,41540,54,11,4,4,0,1,1,14,35,85,3,4,5,0,28594,1.0,1.0,1.0,32.0,@gmail.com,25
805,43090,54,Never open,2,18,0,0,0,9,28,52,1,5,7,0,28623,1.0,1.0,2.0,30.0,@yahoo.com,42
806,44714,54,4,552,158,1,2,3,0,0,0,0,0,0,0,28656,,1.0,0.0,45.0,@yahoo.com,5
807,44980,54,1,0,2,4,10,16,11,33,63,8,26,112,1,28659,,1.0,0.0,55.0,@gmail.com,131
808,45318,54,162,26,176,0,0,0,0,2,10,0,0,0,0,28667,,1.0,0.0,45.0,@yahoo.com,5
809,45767,54,1,11,13,2,3,5,7,27,57,0,4,14,1,28676,1.0,1.0,2.0,32.0,@gmail.com,21
810,46393,54,74,147,161,0,0,0,0,0,0,0,0,0,0,28688,,1.0,0.0,55.0,@yahoo.com,0
811,48056,54,30,494,566,0,0,2,0,0,0,0,0,0,0,28720,1.0,1.0,2.0,33.0,@gmail.com,15
812,48330,54,32,42,132,0,0,2,0,0,6,0,0,0,0,28726,1.0,1.0,2.0,35.0,@gmail.com,12
813,48677,54,62,65,69,0,0,0,0,0,0,0,0,0,0,28736,1.0,1.0,1.0,31.0,@gmail.com,7
814,49584,54,3,13,193,3,12,19,6,20,39,0,0,0,1,28756,1.0,1.0,2.0,36.0,@gmail.com,3
815,51722,54,41,8,115,0,0,0,2,7,10,0,0,0,0,28788,1.0,1.0,3.0,33.0,@gmail.com,11
816,51738,54,4,11,24,4,7,9,7,19,39,0,3,5,1,28789,1.0,1.0,2.0,29.0,@gmail.com,41
817,52686,54,1,99,113,4,12,15,0,0,0,0,0,0,1,28801,,1.0,0.0,45.0,@yahoo.com,1
818,53863,54,10,111,Never checkout,0,2,2,0,1,1,0,0,0,0,28817,,1.0,0.0,35.0,@yahoo.com,0
819,54064,54,163,266,273,0,0,0,0,0,0,0,0,0,0,28819,1.0,1.0,1.0,29.0,@gmail.com,5
820,54601,54,114,2,5,0,0,0,20,30,33,2,2,2,0,28831,1.0,1.0,2.0,27.0,@gmail.com,29
821,56237,54,19,208,514,0,1,3,0,0,0,0,0,0,0,28862,,1.0,0.0,55.0,@gmail.com,10
822,56873,54,38,508,Never checkout,0,0,2,0,0,0,0,0,0,1,28873,,1.0,0.0,25.0,other,0
